,인구구분,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
0,노년부양비,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.8,5.7,5.6,5.7,5.8,5.6,5.6,5.7,6.0,6.0,6.0,6.0,6.1,6.1,6.2,6.3,6.3,6.4,6.5,6.6,6.7,6.9,7.0,7.4,7.5,7.7,7.9,8.1,8.3,8.6,8.9,9.3,9.6,10.1,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.4,14.8,15.0,15.6,16.3,16.8,17.5,18.0,18.8,19.6,20.4,21.8,23.1,24.6,26.1,27.8,29.7,31.8,33.5,35.4,36.9,38.6,40.4,42.1,44.0,46.4,48.6,51.1,53.5,55.9,58.4,60.5,62.3,64.1,65.8,67.6,69.9,72.1,74.4,76.2,77.6,78.6,79.5,80.3,81.0,81.9,82.8,83.9,85.5,87.2,88.8,90.4,92.2,93.8,95.4,96.7,98.2,99.5,100.1,100.3,100.6,100.6
