"행정구역(시군구)별","성별","연령별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"대구광역시","여자","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","199","220","241.5","267.5","302","323","347","380","393","430.5","488.5","525.5","568","601.5","646","721.5","802","881.5","976","1047.5","1132.5","1241",
"대구광역시","여자","100세 이상","주민등록연앙인구[명]","명","","","","","","","","69","65","63.5","64","61","57.5","53","56","67.5","79","81.5","80.5","86.5","94","102","112.5","123.5","135.5","137","142","157.5","180",
"인천광역시","계","계","주민등록연앙인구[명]","명","2102146","2169597.5","2319006.5","2372448.5","2418718.5","2465406","2497142.5","2527427.5","2555183.5","2571293.5","2574091.5","2574505.5","2589656","2612443","2644483.5","2678636","2701637.5","2719075.5","2749973.5","2793503.5","2833204.5","2863670","2886542","2905551.5","2916646","2922973.5","2927320","2922121","2921874.5",
"인천광역시","계","0 - 4세","주민등록연앙인구[명]","명","201425.5","208829","217135","215231","209780.5","203327.5","194093","186079.5","178178.5","167182","155450","145464","136210.5","128217","126216","127094.5","126525.5","127088","130718","134426.5","135865","136284.5","135605","132579.5","126077.5","118590.5","111433","101910.5","92515",
"인천광역시","계","5 - 9세","주민등록연앙인구[명]","명","175926.5","178013","186887","192402","200702.5","209185.5","214467.5","217447.5","215577.5","208276","199050.5","189919","183318.5","176683","167696","158942","150900","141088","133290.5","132486.5","133711","133619","135153.5","137846","138445.5","136840","135244","133449.5","130349",
"인천광역시","계","10 - 14세","주민등록연앙인구[명]","명","188299","191684","196469.5","191715.5","185439","181811.5","181477","183719.5","188407.5","194940.5","200307.5","204172","207239.5","206849.5","202919.5","197233.5","190198.5","183795.5","177576","169266","161030.5","153794","144778.5","136767.5","134345.5","134065","132970","133409","135499",
"인천광역시","계","15 - 19세","주민등록연앙인구[명]","명","153681.5","156499.5","171615","182448","192663.5","200331.5","202168","198443.5","192290","184750.5","178819.5","176965.5","178528.5","183230","191161.5","198685.5","203814.5","207184","207408.5","204027","198705.5","192326.5","186565","180424.5","171397","162144","154127.5","144648","136562.5",
"인천광역시","계","20 - 24세","주민등록연앙인구[명]","명","195811.5","194712","199876","195044.5","189429.5","184104.5","181835.5","185950.5","194495","203522.5","208765","207350","201099.5","193577","186061","180926","179298","180238.5","184820","193436.5","201795","207621","211102","211141.5","207368","201704.5","195148","188436","181250.5",
"인천광역시","계","25 - 29세","주민등록연앙인구[명]","명","240410.5","242771","247717.5","247780","248228","245400.5","238048","230018.5","221413.5","213811","206171.5","200347","201735.5","207784","215230.5","221190.5","219559","211009.5","201966","193556","187794","186182.5","186950.5","190929","198500.5","205805","211328.5","214034.5","213285.5",
"인천광역시","계","30 - 34세","주민등록연앙인구[명]","명","271643.5","274662.5","279045.5","271309","263464.5","262996.5","263112","260562","259734","258596","253151","245302.5","238155.5","229518","222597","217219.5","213515.5","214647.5","221268.5","229849","235866.5","234286","225070","213742.5","201086","191310","186950","185264","188363",
"인천광역시","계","35 - 39세","주민등록연앙인구[명]","명","195960","215433","240283","257665","271386.5","278110.5","278422.5","274931.5","267025","257716.5","253255.5","252219.5","251304.5","253557.5","256971.5","256599","252941.5","246861","239837","234807","229727","226813","229406.5","235124.5","239706.5","241330","236499.5","224658","212511",
"인천광역시","계","40 - 44세","주민등록연앙인구[명]","명","119318","127647","147071","166586.5","184037","201212.5","219506","236199.5","251779","263099","265624","263395","260179.5","254352","248943.5","249474.5","252321.5","252928.5","256445","261140","262138","259988.5","255227.5","247412.5","239232.5","231310","226592.5","227445.5","232310.5",
"인천광역시","계","45 - 49세","주민등록연앙인구[명]","명","91538.5","97937.5","110191","114477","118888.5","125503","132996.5","146332.5","164308.5","180055.5","194351.5","210026","224973","239964","252699.5","258672.5","259967.5","258332.5","253461.5","248941","250348.5","254558.5","256199.5","259581","263251","262920","259629","253749","245374.5",
"인천광역시","계","50 - 54세","주민등록연앙인구[명]","명","80191.5","82406.5","89947","92017.5","94327","98412","104152.5","110262","113518","117207","122417.5","128410","140586","157561.5","173472.5","189366.5","206618","222180.5","238007","251590.5","258177.5","260125","259007.5","253979","248476","248891.5","252284","253334.5","256590",
"인천광역시","계","55 - 59세","주민등록연앙인구[명]","명","61748.5","65699.5","74826.5","77786.5","82996","87577","88967.5","89755.5","90934","92673","95812","100612.5","106210","109398","113411.5","119407.5","126357","138999","156251.5","172391","188560.5","206111","221708","236532.5","248506.5","254158","255638.5","253914","248837",
"인천광역시","계","60 - 64세","주민등록연앙인구[명]","명","44629.5","46846.5","55205.5","59594","63424.5","67105.5","70888","73386.5","75552","80233.5","84168.5","85218","86040","87480.5","89693.5","93454.5","98849.5","104520","107868","112055","118166","125319.5","138172","155131","170075.5","184731.5","200865","215180.5","229331",
"인천광역시","계","65 - 69세","주민등록연앙인구[명]","명","32955","34555","40463","42603","44847","47350.5","49784","52849.5","56526","59824.5","62892.5","66184.5","68701.5","71385","76626.5","81209","82745.5","83588.5","85131.5","87567.5","91635.5","97371.5","103369","106572.5","110150","115619.5","122054","133963","150082.5",
"인천광역시","계","70 - 74세","주민등록연앙인구[명]","명","23987.5","25651.5","30217.5","31403.5","32234.5","33195","34746.5","36674.5","38518.5","40395.5","42330","44399","47409","51291.5","54958.5","58456.5","62139","64813.5","67481","72652","77179","78894","80212.5","81895.5","84117.5","88048","93435.5","98820.5","101665",
"인천광역시","계","75 - 79세","주민등록연앙인구[명]","명","13776","14682","17933.5","19117.5","20484","22319","23933.5","25011.5","25820.5","26421.5","27157","28502.5","30336","32283.5","34456.5","36759.5","39083.5","41925","45530.5","49052","52518.5","56229","58983","61664","66594","70939","72628.5","73708","75214",
"인천광역시","계","80세 이상","주민등록연앙인구[명]","명","10843.5","","","15268","16386","17463.5","18544.5","19803.5","21106","22589","24368","26018.5","27629","29311","31368.5","33945","36803.5","39876","42913","46260","49986.5","54146.5","59032","64228.5","69316.5","74567","80492.5","86196.5","92134.5",
"인천광역시","계","80 - 84세","주민등록연앙인구[명]","명","","7675.5","9195.5","9861.5","10520.5","11179","11901","12747","13537","14486.5","15774","16899.5","17793","18617.5","19538","20702.5","22226","24075","25895.5","27853.5","29888","32052.5","34850","38135","41071.5","43903","47104.5","49549","52019",
"인천광역시","계","85세 이상","주민등록연앙인구[명]","명","","3892.5","4927.5","5406.5","5865.5","6284.5","6643.5","7056.5","7569","8102.5","8594","9119","9836","10693.5","11830.5","13242.5","14577.5","15801","17017.5","18406.5","20098.5","22094","24182","26093.5","28245","30664","33388","36647.5","40115.5",
"인천광역시","계","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","5197.5","5529.5","5868","6223","6643.5","7188","7837.5","8671.5","9739","10732.5","11542","12248.5","13028","14003","15298.5","16819","18187.5","19624","21185.5","22888","25058.5","27501.5",
"인천광역시","계","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1532","1706","1863.5","1961","2026","2144.5","2295.5","2522","2806.5","3103","3457.5","3895","4380","4959.5","5526.5","5945","6319.5","6832.5","7474","8275.5","9159.5","9983.5",
"인천광역시","계","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","251","256.5","286.5","326","375.5","432","489","561","610","640","691.5","755.5","860.5","977.5","1096","1225.5","1374","1559.5","1756.5","1962","2143","2292.5",
"인천광역시","계","100세 이상","주민등록연앙인구[명]","명","","","","","","","","76","77","84.5","84","74","71.5","71.5","76","87","102","110","118.5","138","158.5","173","192.5","212.5","229","248","262.5","286.5","338",
"인천광역시","남자","계","주민등록연앙인구[명]","명","1060693","1094829.5","1170049","1197299","1220442.5","1243696","1259771","1275413","1289584.5","1297949.5","1299244","1298666","1305551","1317067","1333175","1349724","1360641","1368580.5","1383205.5","1404125.5","1423230","1437706","1448225.5","1456987.5","1461935.5","1464529","1466082.5","1462783.5","1462112.5",
"인천광역시","남자","0 - 4세","주민등록연앙인구[명]","명","104891","109402.5","114227","113209","110300","106819","101693.5","97107.5","92790","87108.5","80948.5","75512.5","70481.5","66209","65096","65566.5","65252.5","65432","67200.5","69062","69790","69947.5","69608.5","67995.5","64546","60713","57136.5","52354","47615",
"인천광역시","남자","5 - 9세","주민등록연앙인구[명]","명","90907","91958.5","96702","99777.5","104111","108766.5","112149","114141","113282.5","109453.5","104329.5","99263","95610.5","92007","87257.5","82622","78286","72978","68752.5","68231","68765","68660","69370.5","70717","71041","70241.5","69408","68431.5","66762.5",
"인천광역시","남자","10 - 14세","주민등록연앙인구[명]","명","96858.5","98583.5","101067","98823","95671","93900.5","93805","95058","97602","101089","104167.5","106671.5","108599.5","108439","106378","103285.5","99383","95743.5","92274","87934","83537","79501","74676","70487.5","69144.5","68868.5","68271","68483","69500.5",
"인천광역시","남자","15 - 19세","주민등록연앙인구[명]","명","78598.5","80131","87723.5","93373","98738","102775","103783.5","101977","99024","95249.5","92282","91435","92393.5","95025.5","99194.5","103202.5","106391","108594.5","108736","106948.5","104046.5","100436.5","97074.5","93601","88879","84029.5","79632","74605","70408.5",
"인천광역시","남자","20 - 24세","주민등록연앙인구[명]","명","96482","96330","99767.5","97562.5","94826.5","92578.5","92018","94391","98899.5","103737","106541.5","105872","102966.5","99522","95948.5","93461","92629","93218.5","95841.5","100412","105020","108543.5","110619","110648","108646.5","105495.5","101679.5","97774","93888",
"인천광역시","남자","25 - 29세","주민등록연앙인구[명]","명","118438","118580","121168.5","121410.5","122327","121487.5","118283","115022.5","111422.5","108305.5","105144","102573.5","103295","106659","110836.5","113845.5","112808","108397","103733","99415","96578","95856.5","96416","98755","103039.5","107265.5","110702","112331.5","111752.5",
"인천광역시","남자","30 - 34세","주민등록연앙인구[명]","명","142059","142875","144032","139092","133842.5","131954","130960","129436","128952","129087","127438.5","124024.5","120718","116609.5","113339","111032","109602.5","110265.5","113577.5","117821.5","120798","119849.5","115265","109726","103395.5","98641","96662.5","96114","98076.5",
"인천광역시","남자","35 - 39세","주민등록연앙인구[명]","명","104351","114522","127300.5","136008.5","142734","145638.5","145008","142325","137471","131522.5","127780","126340.5","125598.5","126728.5","128965.5","129573","128330.5","125656.5","122395","120024.5","117740","116537","117768","120635.5","123045","123924","121359","115354.5","109310.5",
"인천광역시","남자","40 - 44세","주민등록연앙인구[명]","명","64394.5","68571.5","78505.5","88455.5","97346","106250.5","115657","124156.5","131984.5","137340.5","138049.5","136189","133799","130276.5","126720.5","125789","126414.5","126479","128219.5","131063","132298.5","131911","130057","126376","122298.5","118411.5","116222.5","116635.5","119271.5",
"인천광역시","남자","45 - 49세","주민등록연앙인구[명]","명","48023.5","51639","58175","60599","63105.5","66624","70381.5","76999.5","86048.5","94022","101270.5","109210","116762","124365","130617.5","133345.5","133468","131913.5","128953","125926","125500","126806.5","127397","129133","131515","132105","131127.5","128798","124895",
"인천광역시","남자","50 - 54세","주민등록연앙인구[명]","명","39912","41260.5","45347","46735.5","48171.5","50559.5","53862.5","57330.5","59169","61211","63907.5","66842.5","72856.5","81402","89462","97495","106298","114244.5","122135","128650.5","131721.5","132304.5","131182.5","128193.5","124645.5","123798","124830","125382","127190.5",
"인천광역시","남자","55 - 59세","주민등록연앙인구[명]","명","28286","30612.5","35408.5","37228.5","40129","42622.5","43577.5","44338","45263","46431","48383.5","51102","54126","55929.5","58192","61282","64674.5","70893","79488","87536","95607","104447","112301.5","119803","125718.5","128387.5","128838.5","127563.5","124751.5",
"인천광역시","남자","60 - 64세","주민등록연앙인구[명]","명","17942","19125","23199.5","25610.5","27811","30080","32308.5","33768.5","35049","37576","39738","40603.5","41433.5","42488","43851.5","46003","49004","52140","53993.5","56301","59439","62929.5","69088","77301","84738.5","92106.5","100269","107459.5","114554",
"인천광역시","남자","65 - 69세","주민등록연앙인구[명]","명","12476","12968.5","15302.5","16235","17223","18350","19595.5","21338","23365.5","25244","27141.5","29011.5","30331","31767","34489","36956.5","38059.5","38917.5","40144","41704","44001.5","47115","50327.5","52040","53990.5","56764.5","59834","65505.5","73204.5",
"인천광역시","남자","70 - 74세","주민등록연앙인구[명]","명","9379","9963","11650","11783.5","11810.5","11932.5","12356","13063","13856.5","14662","15514","16548","18158.5","20144","22021","23919.5","25848","27263.5","28774","31459","33875","35107","36162.5","37354","38739","40968","43854","46653.5","48166",
"인천광역시","남자","75 - 79세","주민등록연앙인구[명]","명","4658","5041.5","6450","6992.5","7539.5","8228","8744","8898","8894","8894","8989","9327.5","9939","10690.5","11540.5","12463.5","13561","15026","16759.5","18459.5","20215","22037","23424","24837.5","27309.5","29554.5","30680.5","31542","32642",
"인천광역시","남자","80세 이상","주민등록연앙인구[명]","명","3037","","","4403","4756.5","5129.5","5588.5","6063","6511","7016.5","7619","8139.5","8482.5","8805","9265.5","9882","10631","11418","12229","13178","14298","15717","17488","19384","21243.5","23255","25576","27796.5","30123.5",
"인천광역시","남자","80 - 84세","주민등록연앙인구[명]","명","","2431.5","2881.5","3070","3248.5","3487.5","3837","4199","4504","4868.5","5331","5661.5","5780.5","5829.5","5941.5","6138.5","6523.5","7093.5","7711.5","8396.5","9167","10118.5","11397","12851","14169","15508","16997.5","18165","19359",
"인천광역시","남자","85세 이상","주민등록연앙인구[명]","명","","834","1141.5","1333","1508","1642","1751.5","1864","2007","2148","2288","2478","2702","2975.5","3324","3743.5","4107.5","4324.5","4517.5","4781.5","5131","5598.5","6091","6533","7074.5","7747","8578.5","9631.5","10764.5",
"인천광역시","남자","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","1458","1523","1595","1687.5","1863.5","2074.5","2307.5","2595","2945","3212","3300","3347.5","3467.5","3632","3915.5","4323.5","4735.5","5184.5","5677","6297","7172","8137.5",
"인천광역시","남자","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","375","447","500.5","535.5","529","508.5","530.5","584","644","737.5","861.5","994.5","1119.5","1285","1430","1466","1464","1517","1639","1805","1983.5","2151",
"인천광역시","남자","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","27","32","47","58","77","110.5","129.5","137.5","145.5","141","140","151.5","168","184.5","222","267.5","294.5","334","394","433","423","416",
"인천광역시","남자","100세 이상","주민등록연앙인구[명]","명","","","","","","","","4","5","5.5","7","8.5","8.5","8","7.5","9","17","23","24","26.5","29.5","31","34","39","39","37","43.5","53","60",
"인천광역시","여자","계","주민등록연앙인구[명]","명","1041453","1074768","1148957.5","1175149.5","1198276","1221710","1237371.5","1252014.5","1265599","1273344","1274847.5","1275839.5","1284105","1295376","1311308.5","1328912","1340996.5","1350495","1366768","1389378","1409974.5","1425964","1438316.5","1448564","1454710.5","1458444.5","1461237.5","1459337.5","1459762",
"인천광역시","여자","0 - 4세","주민등록연앙인구[명]","명","96534.5","99426.5","102908","102022","99480.5","96508.5","92399.5","88972","85388.5","80073.5","74501.5","69951.5","65729","62008","61120","61528","61273","61656","63517.5","65364.5","66075","66337","65996.5","64584","61531.5","57877.5","54296.5","49556.5","44900",
"인천광역시","여자","5 - 9세","주민등록연앙인구[명]","명","85019.5","86054.5","90185","92624.5","96591.5","100419","102318.5","103306.5","102295","98822.5","94721","90656","87708","84676","80438.5","76320","72614","68110","64538","64255.5","64946","64959","65783","67129","67404.5","66598.5","65836","65018","63586.5",
"인천광역시","여자","10 - 14세","주민등록연앙인구[명]","명","91440.5","93100.5","95402.5","92892.5","89768","87911","87672","88661.5","90805.5","93851.5","96140","97500.5","98640","98410.5","96541.5","93948","90815.5","88052","85302","81332","77493.5","74293","70102.5","66280","65201","65196.5","64699","64926","65998.5",
"인천광역시","여자","15 - 19세","주민등록연앙인구[명]","명","75083","76368.5","83891.5","89075","93925.5","97556.5","98384.5","96466.5","93266","89501","86537.5","85530.5","86135","88204.5","91967","95483","97423.5","98589.5","98672.5","97078.5","94659","91890","89490.5","86823.5","82518","78114.5","74495.5","70043","66154",
"인천광역시","여자","20 - 24세","주민등록연앙인구[명]","명","99329.5","98382","100108.5","97482","94603","91526","89817.5","91559.5","95595.5","99785.5","102223.5","101478","98133","94055","90112.5","87465","86669","87020","88978.5","93024.5","96775","99077.5","100483","100493.5","98721.5","96209","93468.5","90662","87362.5",
"인천광역시","여자","25 - 29세","주민등록연앙인구[명]","명","121972.5","124191","126549","126369.5","125901","123913","119765","114996","109991","105505.5","101027.5","97773.5","98440.5","101125","104394","107345","106751","102612.5","98233","94141","91216","90326","90534.5","92174","95461","98539.5","100626.5","101703","101533",
"인천광역시","여자","30 - 34세","주민등록연앙인구[명]","명","129584.5","131787.5","135013.5","132217","129622","131042.5","132152","131126","130782","129509","125712.5","121278","117437.5","112908.5","109258","106187.5","103913","104382","107691","112027.5","115068.5","114436.5","109805","104016.5","97690.5","92669","90287.5","89150","90286.5",
"인천광역시","여자","35 - 39세","주민등록연앙인구[명]","명","91609","100911","112982.5","121656.5","128652.5","132472","133414.5","132606.5","129554","126194","125475.5","125879","125706","126829","128006","127026","124611","121204.5","117442","114782.5","111987","110276","111638.5","114489","116661.5","117406","115140.5","109303.5","103200.5",
"인천광역시","여자","40 - 44세","주민등록연앙인구[명]","명","54923.5","59075.5","68565.5","78131","86691","94962","103849","112043","119794.5","125758.5","127574.5","127206","126380.5","124075.5","122223","123685.5","125907","126449.5","128225.5","130077","129839.5","128077.5","125170.5","121036.5","116934","112898.5","110370","110810","113039",
"인천광역시","여자","45 - 49세","주민등록연앙인구[명]","명","43515","46298.5","52016","53878","55783","58879","62615","69333","78260","86033.5","93081","100816","108211","115599","122082","125327","126499.5","126419","124508.5","123015","124848.5","127752","128802.5","130448","131736","130815","128501.5","124951","120479.5",
"인천광역시","여자","50 - 54세","주민등록연앙인구[명]","명","40279.5","41146","44600","45282","46155.5","47852.5","50290","52931.5","54349","55996","58510","61567.5","67729.5","76159.5","84010.5","91871.5","100320","107936","115872","122940","126456","127820.5","127825","125785.5","123830.5","125093.5","127454","127952.5","129399.5",
"인천광역시","여자","55 - 59세","주민등록연앙인구[명]","명","33462.5","35087","39418","40558","42867","44954.5","45390","45417.5","45671","46242","47428.5","49510.5","52084","53468.5","55219.5","58125.5","61682.5","68106","76763.5","84855","92953.5","101664","109406.5","116729.5","122788","125770.5","126800","126350.5","124085.5",
"인천광역시","여자","60 - 64세","주민등록연앙인구[명]","명","26687.5","27721.5","32006","33983.5","35613.5","37025.5","38579.5","39618","40503","42657.5","44430.5","44614.5","44606.5","44992.5","45842","47451.5","49845.5","52380","53874.5","55754","58727","62390","69084","77830","85337","92625","100596","107721","114777",
"인천광역시","여자","65 - 69세","주민등록연앙인구[명]","명","20479","21586.5","25160.5","26368","27624","29000.5","30188.5","31511.5","33160.5","34580.5","35751","37173","38370.5","39618","42137.5","44252.5","44686","44671","44987.5","45863.5","47634","50256.5","53041.5","54532.5","56159.5","58855","62220","68457.5","76878",
"인천광역시","여자","70 - 74세","주민등록연앙인구[명]","명","14608.5","15688.5","18567.5","19620","20424","21262.5","22390.5","23611.5","24662","25733.5","26816","27851","29250.5","31147.5","32937.5","34537","36291","37550","38707","41193","43304","43787","44050","44541.5","45378.5","47080","49581.5","52167","53499",
"인천광역시","여자","75 - 79세","주민등록연앙인구[명]","명","9118","9640.5","11483.5","12125","12944.5","14091","15189.5","16113.5","16926.5","17527.5","18168","19175","20397","21593","22916","24296","25522.5","26899","28771","30592.5","32303.5","34192","35559","36826.5","39284.5","41384.5","41948","42166","42572",
"인천광역시","여자","80세 이상","주민등록연앙인구[명]","명","7806.5","","","10865","11629.5","12334","12956","13740.5","14595","15572.5","16749","17879","19146.5","20506","22103","24063","26172.5","28458","30684","33082","35688.5","38429.5","41544","44844.5","48073","51312","54916.5","58400","62011",
"인천광역시","여자","80 - 84세","주민등록연앙인구[명]","명","","5244","6314","6791.5","7272","7691.5","8064","8548","9033","9618","10443","11238","12012.5","12788","13596.5","14564","15702.5","16981.5","18184","19457","20721","21934","23453","25284","26902.5","28395","30107","31384","32660",
"인천광역시","여자","85세 이상","주민등록연앙인구[명]","명","","3058.5","3786","4073.5","4357.5","4642.5","4892","5192.5","5562","5954.5","6306","6641","7134","7718","8506.5","9499","10470","11476.5","12500","13625","14967.5","16495.5","18091","19560.5","21170.5","22917","24809.5","27016","29351",
"인천광역시","여자","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","3739.5","4006.5","4273","4535.5","4780","5113.5","5530","6076.5","6794","7520.5","8242","8901","9560.5","10371","11383","12495.5","13452","14439.5","15508.5","16591","17886.5","19364",
"인천광역시","여자","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1157","1259","1363","1425.5","1497","1636","1765","1938","2162.5","2365.5","2596","2900.5","3260.5","3674.5","4096.5","4479","4855.5","5315.5","5835","6470.5","7176","7832.5",
"인천광역시","여자","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","224","224.5","239.5","268","298.5","321.5","359.5","423.5","464.5","499","551.5","604","692.5","793","874","958","1079.5","1225.5","1362.5","1529","1720","1876.5",
"인천광역시","여자","100세 이상","주민등록연앙인구[명]","명","","","","","","","","72","72","79","77","65.5","63","63.5","68.5","78","85","87","94.5","111.5","129","142","158.5","173.5","190","211","219","233.5","278",
"광주광역시","계","계","주민등록연앙인구[명]","명","1236227","1260592.5","1279074","1292914","1312029","1331652","1348026.5","1364260.5","1377837","1390608.5","1396607","1398467","1401458.5","1404771.5","1410621","1418073","1428171","1439122.5","1449341","1456949.5","1461796","1465396.5","1465091","1461531","1457271","1452471.5","1448843","1444467","1438867.5",
"광주광역시","계","0 - 4세","주민등록연앙인구[명]","명","100013.5","104794","108832.5","110793","111184","110286","107932","105748.5","103027","98537","92801.5","87265.5","80954.5","75117.5","72761.5","71653.5","70671","71140.5","72112.5","72088","71298.5","70464.5","69025","66677","63310","59612.5","55942.5","51345.5","47056.5",
"광주광역시","계","5 - 9세","주민등록연앙인구[명]","명","94986.5","92952.5","92689.5","94538.5","99116.5","104004.5","108286","112553.5","115133","115855.5","114968.5","112800","110665","107893.5","102950.5","97333","92363","86175.5","80419","78094.5","76965.5","75563.5","75367.5","75608.5","75053","73913.5","72915","71729.5","69799",
"광주광역시","계","10 - 14세","주민등록연앙인구[명]","명","129607","127684","122140","115569.5","108307.5","102382","99075.5","98301.5","100186","104687","109364","113528.5","117549.5","119722","119724.5","118818","117114","115074.5","112215.5","106816.5","100663","94957","87819","81183","78370","76889","75119","74754.5","75015.5",
"광주광역시","계","15 - 19세","주민등록연앙인구[명]","명","125047","123819.5","125026.5","127014.5","129117.5","130580","128246","122564","116093","109068","103166","100046.5","99185","100357.5","104065.5","108440.5","112714","116854","119291","119488.5","118610","116714.5","114315.5","110923.5","105155.5","98792.5","92868.5","85870","79628.5",
"광주광역시","계","20 - 24세","주민등록연앙인구[명]","명","134848.5","136339.5","135694.5","131871.5","128931","126322","124373","125007","126663.5","128684","129497.5","126239.5","119843","112511","104989","99157.5","96292.5","95340.5","96386","99743","103698","107495","110779","112620.5","112592","111586.5","109903.5","107832","104947",
"광주광역시","계","25 - 29세","주민등록연앙인구[명]","명","122089","125792","128513.5","130563.5","132841.5","134406","135329","133832.5","129292.5","125821.5","121297","116996","116263.5","117090","117913","118430.5","116501.5","111536","105748.5","98830.5","92581","88792","86687.5","86782","89278.5","92469.5","96088","100019.5","102510",
"광주광역시","계","30 - 34세","주민등록연앙인구[명]","명","120231","121139.5","119386","117916.5","119029.5","121968","125031","127483.5","129827","131704","131069.5","129635","127149","122818","119172","115415","112932.5","113414","115077","116252.5","116788","114320","108186.5","101044.5","93484.5","87139","83590","82124.5","82893.5",
"광주광역시","계","35 - 39세","주민등록연앙인구[명]","명","95908","103456.5","110279.5","116130.5","120269.5","122168.5","122354.5","121092.5","120173.5","120695","122566","124568","126310.5","128720","130657.5","130624.5","130403","129147.5","125697.5","122413","118556","115452","114780.5","114728.5","114557","114482","111810.5","106112.5","99750",
"광주광역시","계","40 - 44세","주민등록연앙인구[명]","명","74868","75989.5","79235","83917.5","89031","95147","102299.5","109557","116241","120356.5","121782","121584","119523","118088","118663","121258.5","124651","127525","130566.5","132850.5","132956","132564.5","130561.5","125846","121522.5","117012","113438.5","112839","113408",
"광주광역시","계","45 - 49세","주민등록연앙인구[명]","명","60204","63926.5","67117","68953.5","70347","71332","72381.5","75813.5","80779","85938.5","91979","98779.5","105531.5","111490","115318.5","117456.5","118193.5","117236","116864","117773.5","120410","123693","126182.5","128838.5","130781","130597.5","129941.5","127905.5","123513",
"광주광역시","계","50 - 54세","주민등록연앙인구[명]","명","54673","54886.5","54933","54738.5","54839.5","56698","60218.5","63646.5","65853","67096","67800","68594","71743.5","76477","81369","87601.5","94943.5","102135.5","108563","112667.5","114713","115317","114184.5","113395.5","114064.5","116500.5","119649","122130","124712",
"광주광역시","계","55 - 59세","주민등록연앙인구[명]","명","39543","41850.5","43284.5","45114","48881.5","51370.5","51831","52312","52450","52512.5","54135.5","57276","60275","62216","63417","64344.5","65528.5","69078.5","74120.5","79072","85054","92047","98762","104528","108128.5","109892","110379.5","109249","108336",
"광주광역시","계","60 - 64세","주민등록연앙인구[명]","명","28078.5","29267.5","30793.5","32550","34583","36940","39228","40930.5","43019","46685.5","48938.5","49140","49468","49675.5","49807.5","51401.5","54595","57824.5","60095.5","61572","62543.5","63552","66801.5","71474","75928","81270","87664.5","93874","99199",
"광주광역시","계","65 - 69세","주민등록연앙인구[명]","명","20301","21491","23090","24201.5","25094","25967","27196","28797.5","30550","32511","34647.5","36583","38061.5","40108.5","43685","45949.5","46351.5","46895","47300","47718","49520.5","52661.5","55613.5","57449","58599","59429","60327","63326.5","67587.5",
"광주광역시","계","70 - 74세","주민등록연앙인구[명]","명","15494","16212","16481.5","16854.5","17328.5","17768.5","18937","20579","21650","22411.5","23291","24432.5","25884.5","27647.5","29507.5","31547","33603","35197","37239.5","40712","43038","43516.5","43940","44279.5","44660.5","46279.5","49173.5","51926.5","53680",
"광주광역시","계","75 - 79세","주민등록연앙인구[명]","명","10057.5","10233.5","10579.5","11009.5","11608","12555.5","13272.5","13611.5","13929","14287","14636.5","15646","17077","18142.5","19046.5","19988.5","21200","22744.5","24443","26237.5","28112","29905","31322.5","33101","36302.5","38511.5","39045.5","39508.5","39836",
"광주광역시","계","80세 이상","주민등록연앙인구[명]","명","10277.5","","","11177.5","11519.5","11756.5","12035.5","12430","12970.5","13758","14667","15353","15974.5","16697","17573.5","18653","20113.5","21804","23202","24620","26289","28381.5","30762.5","33052","35484","38095","40987","43920","46996",
"광주광역시","계","80 - 84세","주민등록연앙인구[명]","명","","6491","6579.5","6643","6843","6964.5","7110","7410","7806","8342.5","9088","9568.5","9813","10128","10538","11030.5","11969","13237.5","14174.5","14947.5","15818.5","16944.5","18295","19696.5","21191","22811.5","24401","25730.5","27387.5",
"광주광역시","계","85세 이상","주민등록연앙인구[명]","명","","4267","4418.5","4534.5","4676.5","4792","4925.5","5020","5164.5","5415.5","5579","5784.5","6161.5","6569","7035.5","7622.5","8144.5","8566.5","9027.5","9672.5","10470.5","11437","12467.5","13355.5","14293","15283.5","16586","18189.5","19608.5",
"광주광역시","계","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","3554.5","3634.5","3801.5","3919","4055","4320.5","4642.5","5001.5","5476.5","5851.5","6105.5","6382.5","6757","7201.5","7916.5","8789.5","9442.5","10049.5","10704.5","11569.5","12602.5","13590.5",
"광주광역시","계","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1147.5","1207.5","1284","1319.5","1383.5","1476","1526.5","1603","1700.5","1807","1940","2118","2359","2656","2849","2945.5","3095","3332.5","3573.5","3958.5","4483","4838.5",
