"행정구역(시군구)별","성별","연령별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"강원도","계","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1898.5","1989.5","2097","2236","2386.5","2564","2797","3076.5","3318","3532.5","3767.5","4013.5","4299.5","4743","5235","5679.5","6102.5","6529","7026.5","7648","8371.5","9016",
"강원도","계","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","308","330","366","417","469.5","532.5","572.5","611.5","671","735","784","833.5","933","1028.5","1110","1202.5","1298.5","1444.5","1651.5","1808","1959.5","2151",
"강원도","계","100세 이상","주민등록연앙인구[명]","명","","","","","","","","87.5","92","93","88","87","89.5","94.5","104","115","126.5","135.5","143.5","158.5","177","186.5","196","216.5","243","254.5","273.5","308.5","332",
"강원도","남자","계","주민등록연앙인구[명]","명","777153","770782","767968","767780.5","769957","776729.5","782057.5","782034.5","779949.5","775355.5","769619.5","766048.5","762722.5","758768","756539","757733","760276","761979","764645","766975.5","768531.5","770551.5","772979","774464","774204","771973.5","769333","769482.5","770403",
"강원도","남자","0 - 4세","주민등록연앙인구[명]","명","49934.5","50788.5","51801.5","52677","53147","53380.5","52939","51803.5","50481","48287","45189.5","42243","39106","36080.5","34530","33752.5","33021","32670","32591","32216","31582","31047.5","30327","29224","27759.5","26239","25001","23813","22424.5",
"강원도","남자","5 - 9세","주민등록연앙인구[명]","명","55370.5","52375","51022","50668.5","51524.5","53100.5","54560","55530","55897.5","55454.5","54331.5","52961","51650","50162","47878.5","45215","42655.5","39798","37057.5","35582","34785","33897","33452.5","33541.5","33254.5","32478.5","31839.5","31222.5","30373.5",
"강원도","남자","10 - 14세","주민등록연앙인구[명]","명","75062.5","71757.5","67382.5","62762","58216","54590.5","52581.5","51600","51270","51724","52430.5","53256","54014.5","54187.5","53779.5","53027","51969.5","50991","49891.5","47961.5","45395","42738","39788","36955.5","35490.5","34707","33814","33456.5","33685",
"강원도","남자","15 - 19세","주민등록연앙인구[명]","명","81365.5","76726","74194","73263.5","72763.5","72001.5","69732.5","65949","61668.5","57112.5","53171.5","50847","49663.5","49231","49803","51022","52431","53500.5","54115.5","54097","53522.5","52690","51663","50317.5","48180","45443","42728.5","39702","36813",
"강원도","남자","20 - 24세","주민등록연앙인구[명]","명","90012","87577","84651","80595.5","76704.5","73934","71411","69531","68550","67888.5","67679","66279","62790","58665","54597","52043.5","50871","50516.5","51500.5","53093.5","54957.5","56918.5","58879.5","59153.5","57689.5","55891.5","53906.5","52456","50765.5",
"강원도","남자","25 - 29세","주민등록연앙인구[명]","명","66123","67639","69044.5","70183.5","71195","72511","72494.5","70213","66548","62450.5","58590.5","55995","55194","55307","55379","55281","54265","52054.5","49653.5","47075.5","44882.5","43992","44192.5","44979.5","46281.5","47287.5","47740.5","48557.5","48940",
"강원도","남자","30 - 34세","주민등록연앙인구[명]","명","70276.5","68191.5","65751","63893.5","62934.5","64115","66429.5","67671.5","68076.5","67674.5","66390.5","64671","62447.5","59343.5","56279.5","53515.5","51406.5","50703.5","50786","50904.5","50830","49646.5","47594.5","45541","43165","41002","40001","40021","40623.5",
"강원도","남자","35 - 39세","주민등록연앙인구[명]","명","62789.5","65856","68147.5","70361.5","71691.5","71698.5","70779.5","68747","66368.5","64274","63724.5","64648.5","65475.5","65742","65724.5","65327","64227.5","62346.5","59685.5","56831","53877","51586.5","50674.5","50659.5","50822","50651.5","49427.5","47484","45450.5",
"강원도","남자","40 - 44세","주민등록연앙인구[명]","명","40705","42871","47447.5","53313","57913","61784","65680","68439","70888","71945","71000.5","69292","66886.5","64557","62904.5","62996","64520.5","65742.5","66597","67060.5","66632","65267.5","63347","60695","57852","54908.5","52451.5","51534.5","51672",
"강원도","남자","45 - 49세","주민등록연앙인구[명]","명","39670","38679.5","37646.5","36381.5","36991","39063","41792.5","46642.5","52466","56891","60312.5","63814.5","66492","68821.5","70081","69893.5","68878","66961.5","65052","63534.5","63583.5","65099","66333.5","67088.5","67499","67161.5","65755.5","63778","61184.5",
"강원도","남자","50 - 54세","주민등록연앙인구[명]","명","44462","42950","41331","39839.5","38418.5","37618","37257.5","36623","35514","36171","38188","40759","45439","51215","55765.5","59671","63698","66616.5","69275.5","70840","70648.5","69595","67774","65964","64569.5","64593","65911","67220","68306.5",
"강원도","남자","55 - 59세","주민등록연앙인구[명]","명","35850.5","38154.5","39693","40350.5","40981","41160.5","40282","39116.5","37904","36680","35946.5","35680","35225.5","34324","35256","37588","40467.5","45338.5","51255","55945","59838.5","63825","66943","69906","71853.5","71915.5","70970","69314.5","67552",
"강원도","남자","60 - 64세","주민등록연앙인구[명]","명","21540.5","22574.5","24212","26788.5","29759.5","32544","35004.5","36683","37584.5","38439","38696.5","37899.5","36863","35864","35075.5","34901","35050.5","34841","34182.5","35247.5","37685.5","40716","45722","51859.5","56779","60869.5","65105","68560","71903",
"강원도","남자","65 - 69세","주민등록연앙인구[명]","명","16701","16426","16665.5","17175","17828.5","18776.5","19917","21460","23835.5","26594.5","29138.5","31379","33010","33971.5","35011","35668","35358.5","34825","34279.5","33817","33821.5","34066","34089","33676.5","34919","37472","40576","45798.5","52163.5",
"강원도","남자","70 - 74세","주민등록연앙인구[명]","명","13473.5","13843","14039.5","14107.5","13857","13539.5","13487.5","13769","14246.5","14890","15706","16668.5","18035.5","20120.5","22566","24967","27216","28925.5","30103","31416.5","32257.5","32196.5","31975.5","31710","31548.5","31849","32298.5","32434.5","32120.5",
"강원도","남자","75 - 79세","주민등록연앙인구[명]","명","8187","8473","8789","8995","9233","9678.5","10091.5","10288","10387.5","10249","9975.5","10017.5","10387","10839","11372.5","12049","13002.5","14380.5","16231.5","18318","20356","22297","23906.5","25130.5","26519.5","27436.5","27579.5","27671.5","27725",
"강원도","남자","80세 이상","주민등록연앙인구[명]","명","5629.5","","","6425","6799","7234","7617.5","7968.5","8263.5","8630.5","9148","9638","10043","10337","10536","10816","11237.5","11767.5","12388","13035.5","13877","14973.5","16317","18062","20021.5","22068","24227.5","26458.5","28700.5",
"강원도","남자","80 - 84세","주민등록연앙인구[명]","명","","4193.5","4242.5","4356.5","4611.5","4903","5153","5388.5","5530","5668","5976.5","6284.5","6472","6624.5","6651","6586.5","6679.5","7001.5","7463.5","7961","8547.5","9337","10383.5","11773.5","13332.5","14895.5","16477","17890.5","18993",
"강원도","남자","85세 이상","주민등록연앙인구[명]","명","","1706.5","1907.5","2068.5","2187.5","2331","2464.5","2580","2733.5","2962.5","3171.5","3353.5","3571","3712.5","3885","4229.5","4558","4766","4924.5","5074.5","5329.5","5636.5","5933.5","6288.5","6689","7172.5","7750.5","8568","9707.5",
"강원도","남자","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","1955.5","2039.5","2230.5","2399","2527","2683.5","2766.5","2871.5","3143","3403","3534.5","3641.5","3712.5","3783.5","3891.5","4064.5","4357","4696","5088","5567.5","6248","7218",
"강원도","남자","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","561","614.5","637","658","688.5","721","763.5","821","876.5","933.5","1013","1059.5","1115.5","1274","1446.5","1549","1598","1627","1648","1690.5","1785","1935",
"강원도","남자","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","54","71","85","103.5","126.5","157","173.5","178.5","191.5","196","183.5","183","201","220","243","267.5","284.5","321","396","443.5","473.5","490",
"강원도","남자","100세 이상","주민등록연앙인구[명]","명","","","","","","","","9.5","8.5","10","11","11.5","9.5","9","14","18.5","25.5","35","40.5","45.5","52","55.5","52.5","49","45","40.5","49","61.5","64.5",
"강원도","여자","계","주민등록연앙인구[명]","명","769800.5","763770.5","760928","760799","762931.5","768157","772765.5","773799","773598","770208","763257.5","758156","754520","750497","748074","748457.5","750446.5","752009","754201","756602.5","758000","759214.5","760381","761811","762485","761039.5","759322.5","759207.5","760133.5",
"강원도","여자","0 - 4세","주민등록연앙인구[명]","명","45390","45664","46356","47107","47667.5","48165.5","48142.5","47596","46398.5","44012.5","41205","38738","35945.5","33305.5","31893.5","31228.5","30675.5","30420.5","30447.5","30290.5","29817.5","29345","28881","28115.5","26665.5","25076","23933.5","22727.5","21360",
"강원도","여자","5 - 9세","주민등록연앙인구[명]","명","52791.5","49938","48275","47561","47843.5","48554.5","49385.5","50105.5","50418.5","50157","49341","48373.5","47485","46014","43684.5","41238.5","38970","36352.5","33937","32718.5","32042","31365","31196","31404.5","31330","30859.5","30297","29774","29088.5",
"강원도","여자","10 - 14세","주민등록연앙인구[명]","명","72838","69303","64588.5","59984","55499","52058.5","50163","48770","48006.5","48108","48176.5","48292.5","48676.5","48778.5","48481.5","48056","47525.5","46942.5","45843","43697","41227","38904.5","36314","33991.5","32739","32036.5","31377","31196","31386",
"강원도","여자","15 - 19세","주민등록연앙인구[명]","명","79192.5","74835.5","72426.5","71106.5","70217","69244","66696","62604.5","58275","53861","50107","47778","46177.5","45393.5","45643","46155","46784.5","47512.5","48196","48420.5","48148.5","47691","47004.5","45715.5","43525","41093.5","38788.5","36089.5","33635.5",
"강원도","여자","20 - 24세","주민등록연앙인구[명]","명","75314","73633","71768.5","68960","66372","64346.5","62352","61154.5","60672","59915","58596","56269","52852.5","49094.5","45464","42859.5","41716.5","41128","41278","42410.5","43417","44149.5","44786.5","45031.5","44892.5","44326","43257.5","42017.5","40377.5",
"강원도","여자","25 - 29세","주민등록연앙인구[명]","명","58373","59214","59693","60568.5","61518","61979.5","61774.5","60437","58239.5","55795","52834","50403.5","49480","49065.5","48709","48259.5","46810.5","44202","41501","38728","36409.5","35199","34660","34921","35794","36178.5","36390","36843.5","37060",
"강원도","여자","30 - 34세","주민등록연앙인구[명]","명","68313","65820.5","63040.5","60331","58509.5","59076.5","60767.5","61528","62104","61826.5","60336.5","58870","57188","54774","52539","50464","48636","47849","47635.5","47561.5","47206.5","45720.5","43301.5","40781","38160.5","35995.5","34910.5","34569.5","34863",
"강원도","여자","35 - 39세","주민등록연앙인구[명]","명","57453","60853.5","63947","66926","68804","68770.5","67362.5","64929.5","62086","59759.5","59136","59637","59856.5","60153","60182.5","59567.5","58703","57420.5","55501","53612","51532","49490.5","48721","48823","48959.5","48632","47255.5","44994","42574.5",
"강원도","여자","40 - 44세","주민등록연앙인구[명]","명","39555.5","41223","44848.5","49535","53082","56261.5","60362.5","63865","66959.5","68521.5","67632","65518","62912","60031.5","57912.5","57995.5","59269","60032","60670.5","60949","60446","59623.5","58361","56406","54479.5","52310.5","50230.5","49682","50063.5",
"강원도","여자","45 - 49세","주민등록연앙인구[명]","명","39248","38062.5","37028.5","36286.5","37090.5","38871","40993.5","44819","49636","53074","55804","59471","62638.5","65483","67218.5","67037.5","65539","63189.5","60605.5","58670.5","58758","59994","60691","61392.5","61736.5","61107","60153","58919","57103.5",
"강원도","여자","50 - 54세","주민등록연앙인구[명]","명","45829.5","44698","43231","41485","39628.5","38536","37827","37130","36461.5","37182.5","38754","40689.5","44480","49239.5","52814.5","55998","60135","63693","66924","68878","68612.5","66990.5","64625.5","62001.5","60113.5","60252","61470","62305","63224.5",
"강원도","여자","55 - 59세","주민등록연앙인구[명]","명","38335.5","40062.5","41442.5","42527.5","44008","44755","44070","42925.5","41410","39664.5","38443.5","37622","36884.5","36179.5","37081","39036.5","41307","45433","50659.5","54558.5","57855.5","61983","65643.5","69111.5","71293","71126.5","69476.5","67204","64694.5",
"강원도","여자","60 - 64세","주민등록연앙인구[명]","명","30112.5","30798","31795","33391","35239","37142","39126.5","40654","41858.5","43400","44061","43266.5","42090","40511.5","38831","38001.5","37613.5","37170.5","36778","37968","40072.5","42513.5","46805.5","52119.5","56176","59726","64072.5","67924.5","71731",
"강원도","여자","65 - 69세","주민등록연앙인구[명]","명","24406","25368","26462","27172","27793.5","28589","29463.5","30556","32146","33961.5","35714","37460.5","38846.5","40002.5","41542.5","42451","42064","41201.5","40007.5","38677.5","38076","37832","37465","37054","38218","40353","42857","47433.5","53045",
"강원도","여자","70 - 74세","주민등록연앙인구[명]","명","18412.5","19049.5","19900","20824","21371.5","21989","23117","24249","24999.5","25597.5","26187","26955","28031","29558","31316","33120.5","35008","36613","38048.5","39926","41082.5","40830.5","40104.5","39031.5","37889","37369","37075.5","36753.5","36498",
"강원도","여자","75 - 79세","주민등록연앙인구[명]","명","13140.5","13471.5","13773.5","14027","14444.5","15123.5","15772.5","16553.5","17411","17983","18543","19523.5","20578.5","21321.5","22007","22753.5","23717.5","24970.5","26576","28369","30260","32245","33888","35276.5","37096.5","38252","38090.5","37599","36792",
"강원도","여자","80세 이상","주민등록연앙인구[명]","명","11095.5","","","13007","13843.5","14694.5","15389.5","15922","16516","17389","18387","19288.5","20397.5","21591.5","22754","24235","25972","27878.5","29592.5","31167.5","33037","35337.5","37932.5","40634.5","43417","46346","49687.5","53175.5","56636.5",
"강원도","여자","80 - 84세","주민등록연앙인구[명]","명","","7533.5","7873.5","8310","8835.5","9283","9627.5","9867.5","10073.5","10440","10993","11569.5","12287","13011","13614","14360","15348","16414","17262.5","18036","18862.5","19877","21099.5","22572","24177","25837","27640","29256","30732.5",
"강원도","여자","85세 이상","주민등록연앙인구[명]","명","","4242.5","4478.5","4697","5008","5411.5","5762","6054.5","6442.5","6949","7394","7719","8110.5","8580.5","9140","9875","10624","11464.5","12330","13131.5","14174.5","15460.5","16833","18062.5","19240","20509","22047.5","23919.5","25904",
"강원도","여자","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","4385","4725","5125","5425.5","5602.5","5812","6062.5","6361.5","6857.5","7385","8009","8622.5","9102.5","9772","10674","11624","12376.5","13016.5","13661","14501","15600","16894.5",
"강원도","여자","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1337.5","1375","1460","1578","1698","1843","2033.5","2255.5","2441.5","2599","2754.5","2954","3184","3469","3788.5","4130.5","4504.5","4902","5378.5","5957.5","6586.5","7081",
"강원도","여자","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","254","259","281","313.5","343","375.5","399","433","479.5","539","600.5","650.5","732","808.5","867","935","1014","1123.5","1255.5","1364.5","1486","1661",
"강원도","여자","100세 이상","주민등록연앙인구[명]","명","","","","","","","","78","83.5","83","77","75.5","80","85.5","90","96.5","101","100.5","103","113","125","131","143.5","167.5","198","214","224.5","247","267.5",
"충청북도","계","계","주민등록연앙인구[명]","명","1411018","1421849","1432320.5","1446935","1462650","1477621","1488271.5","1494795","1497016.5","1494616.5","1491174","1489290","1488874","1491681","1500583.5","1513097.5","1523532.5","1532983","1545467","1550498","1558806","1565580","1571121.5","1577149","1582443.5","1586514.5","1589354.5","1590372","1591246",
"충청북도","계","0 - 4세","주민등록연앙인구[명]","명","95809.5","99623.5","103292.5","106314.5","107795.5","107111.5","104798","102503","98950","93477","87804.5","82648.5","76921.5","71988.5","70457","70645","70363","70936.5","72546","72825.5","72300","71640","70597","68963","66119","62806","59464.5","55147","50510",
"충청북도","계","5 - 9세","주민등록연앙인구[명]","명","101527","98515.5","97169.5","97814.5","100523","104124","107441.5","110005","111091","110500.5","108709.5","106078.5","103341.5","100075","95347","90203","85497","80144.5","75398","73354","72942.5","72032.5","71943.5","72936","73225","72595","71970","71144.5","69628.5",
"충청북도","계","10 - 14세","주민등록연앙인구[명]","명","131665.5","128458","122673","116642.5","110321","104981.5","101800.5","99932.5","99482","100899","103214.5","105877.5","108476","109967","109992","108759","106633","104374","101409","96431.5","91080","85958.5","80089.5","74797.5","72743.5","72311.5","71728","72149","73337.5",
"충청북도","계","15 - 19세","주민등록연앙인구[명]","명","141580","135038","132307","131907.5","132015.5","131924.5","128958.5","123020","116822.5","110050.5","103994.5","99934.5","97594","97442","99473.5","102530","105495.5","108185","109865.5","109416.5","108184","106241","103918","100676","95851.5","90266.5","85139.5","79575","74435",
"충청북도","계","20 - 24세","주민등록연앙인구[명]","명","152195.5","149717","145748","141252.5","137371.5","133240.5","129031.5","127344.5","126844.5","126494","125768","122174","116253.5","110144","104088","99305","96489.5","94915","94949.5","96573.5","99338","102440","105558.5","107194","106914.5","105472.5","102843","99448.5","95232",
"충청북도","계","25 - 29세","주민등록연앙인구[명]","명","120461.5","127052","130419.5","133078.5","134942","135166","133953","130678.5","125858","120866","115249","110630.5","109258","109545.5","110976.5","112713.5","111523.5","107637.5","103408.5","97729.5","92881.5","90133.5","88982.5","89370.5","91231","94083.5","96986","99559","101020.5",
"충청북도","계","30 - 34세","주민등록연앙인구[명]","명","125523.5","124362","123603.5","121790","120132","123580","129081","131325","131751.5","130943.5","128484.5","125197","121375","117596.5","114848","111696","108568","108247.5","109834.5","111404","112744.5","111105","106667","101859.5","96371","91741","89326.5","88138","88542",
"충청북도","계","35 - 39세","주민등록연앙인구[명]","명","105829.5","112614","118279.5","124897","130492.5","131381.5","129876","128474.5","125066.5","121236","122688.5","127207","129166","130069.5","130653.5","129873","128053.5","125465","122457.5","119024.5","115029","111165.5","110269","110999.5","112273.5","113459","112104.5","107923","103047.5",
"충청북도","계","40 - 44세","주민등록연앙인구[명]","명","74150.5","78032","84831","93465.5","100740.5","107284","114315","120059.5","125939","130459.5","130105","127747.5","126168.5","123407.5","121093.5","124218.5","129732","132269.5","133889","134189.5","133004.5","130679.5","127252","123273.5","119822.5","115812.5","112118.5","111593.5","112602",
"충청북도","계","45 - 49세","주민등록연앙인구[명]","명","64520","65049","65945.5","67188","70113.5","73706.5","77588.5","84447","93107.5","100088","106245.5","112977.5","118549","124860","130316.5","131180","129945","129022","126659","123907.5","126691","131903","134108","135044.5","135327","133999","131781.5","128690.5","124943.5",
"충청북도","계","50 - 54세","주민등록연앙인구[명]","명","76713.5","74388","71696","68895.5","65288.5","63696.5","64303.5","65354.5","66533.5","69288","72785.5","76664.5","83628","92608.5","100105.5","107066","114638","121013","128056.5","133215","133944.5","132546","131498.5","128995","126463","128988.5","134125.5","136456.5","137641",
"충청북도","계","55 - 59세","주민등록연앙인구[명]","명","69643.5","71254.5","71625","71403.5","73281.5","74483.5","72681","70278","67526","64011.5","62526","63274.5","64552.5","66038.5","69256","73377.5","77842","85208.5","94587","102064","109302","117057","123630.5","130869.5","136807","137648.5","136221.5","135154","132692",
"충청북도","계","60 - 64세","주민등록연앙인구[명]","명","49857.5","52622","56075","60273","63848","66187","68078","68688.5","68566","70461","71636","69985.5","67882","65646.5","62908","62148.5","63424","65073","67063.5","70298","74401","78950","86645","96409","104775.5","112318","120126","126875","134354.5",
"충청북도","계","65 - 69세","주민등록연앙인구[명]","명","37230","38787","40517","41906.5","43585","45893","48613","51962","56023","59415.5","61523","63370.5","64132","64280.5","66593.5","68442","67418.5","65927.5","64335.5","61696.5","61284.5","62850.5","64655.5","66527.5","70105","74427.5","79078.5","86914","96886",
"충청북도","계","70 - 74세","주민등록연앙인구[명]","명","29217.5","30041.5","30873","31551","31697","32284","33778.5","35456.5","36851.5","38381.5","40487.5","43145.5","46402.5","50211.5","53528.5","55892.5","58088","59238","59859.5","62174.5","64170.5","63438.5","62279","60885.5","59064.5","59063.5","60707.5","62558.5","64396.5",
"충청북도","계","75 - 79세","주민등록연앙인구[명]","명","19191","19673.5","20117","20537","21471","22682.5","23368.5","24130.5","24745","24947","25544","26983.5","28682","30144","31861","34070.5","36753","39985","43623.5","46423.5","48650.5","50860.5","52087","52796.5","55474.5","57626","57233","56411","55377.5",
"충청북도","계","80세 이상","주민등록연앙인구[명]","명","15902.5","","","18018","19032","19894.5","20605.5","21135.5","21859","23098","24408.5","25393.5","26492","27656","29085.5","30977.5","33069","35341.5","37525","39770.5","42858","46579","50941","55552","59875.5","63896","68400.5","72635","76600",
"충청북도","계","80 - 84세","주민등록연앙인구[명]","명","","10825.5","11031.5","11582","12180.5","12597","12974","13258","13564.5","14330.5","15278","15878.5","16579.5","17203.5","17689","18612.5","20038.5","21570","22942.5","24354.5","26261.5","28557.5","31370.5","34513","37194.5","39147.5","41160","42481.5","43411.5",
"충청북도","계","85세 이상","주민등록연앙인구[명]","명","","5796","6117","6436","6851.5","7297.5","7631.5","7877.5","8294.5","8767.5","9130.5","9515","9912.5","10452.5","11396.5","12365","13030.5","13771.5","14582.5","15416","16596.5","18021.5","19570.5","21039","22681","24748.5","27240.5","30153.5","33188.5",
"충청북도","계","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","5829","6144","6464","6660","6899.5","7136","7449.5","8158","8930.5","9381.5","9930","10476.5","10892","11643.5","12730","13915.5","14962","16085.5","17528.5","19267","21352.5","23701.5",
"충청북도","계","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","1680.5","1782.5","1920","2061.5","2164.5","2269","2462","2644","2756.5","2910.5","3057","3266.5","3644","4040","4319.5","4611","4904","5234.5","5707","6355","7071","7645.5",
"충청북도","계","95 - 99세","주민등록연앙인구[명]","명","","","","","","","","277","274.5","301","338.5","379","437","473","521.5","595","643","683.5","738.5","772.5","786","825","883","998","1183","1326.5","1419","1521.5","1605.5",
"충청북도","계","100세 이상","주민등록연앙인구[명]","명","","","","","","","","91","93.5","82.5","70.5","72","70.5","68","73","83","95.5","101","101","107.5","127","147","161","175","178","186.5","199.5","208.5","236",
"충청북도","남자","계","주민등록연앙인구[명]","명","710293.5","715556.5","720564","727929","735669","743003.5","748342.5","751641.5","752770.5","751432.5","749617","749115.5","749553","751287","755854.5","762182.5","767683","772682","778929","781330.5","785474.5","788966.5","791957.5","795336.5","798466","801524.5","804233","805701.5","806851.5",
"충청북도","남자","0 - 4세","주민등록연앙인구[명]","명","51094.5","53292","55242","56843","57427.5","56588","55024.5","53674.5","51746","48891.5","46015","43272","40145.5","37419","36483.5","36523.5","36348","36631","37491.5","37542","37141.5","36701.5","36011","35138","33703","31991","30378","28310.5","25932",
"충청북도","남자","5 - 9세","주민등록연앙인구[명]","명","52733","51452","51022","51508.5","53131","55322.5","57233.5","58624","59200.5","58697.5","57306.5","55623.5","54068","52199","49734","47155","44654","41805","39237.5","38062.5","37772","37222.5","37159.5","37698","37763","37274","36778.5","36234.5","35448",
"충청북도","남자","10 - 14세","주민등록연앙인구[명]","명","67443","65686.5","62797.5","59902.5","56891.5","54421.5","53068","52405","52412.5","53376.5","54938","56572","57930.5","58630","58449","57408","55984","54621.5","52869.5","50231.5","47565","44934","41859.5","39036.5","37855.5","37547","37193","37324.5","37885",
"충청북도","남자","15 - 19세","주민등록연앙인구[명]","명","71988.5","68913.5","67680","67449.5","67444.5","67334","65776","62921","59866","56589","53850.5","52199.5","51358","51511.5","52753.5","54623.5","56489.5","57989.5","58794.5","58323","57215.5","55841.5","54445.5","52550.5","50020","47274.5","44648.5","41702","38929.5",
"충청북도","남자","20 - 24세","주민등록연앙인구[명]","명","81439.5","79750.5","77187","74499","72143","69710","67336","66446.5","66266.5","66080","65641.5","63883.5","61202.5","58409","55425","53038","51765","51142.5","51257","52303","54141","56164","57966","58782.5","58394.5","57308.5","55760","53884","51616.5",
"충청북도","남자","25 - 29세","주민등록연앙인구[명]","명","63911","66933","68429.5","69689.5","70661","71146","70840","68951.5","66148","63358","60340.5","58039.5","57519.5","57799","58535.5","59311.5","58661","56827.5","54870.5","52162.5","49853.5","48556.5","48130","48627.5","50096","52439.5","54859","56725.5","57662",
"충청북도","남자","30 - 34세","주민등록연앙인구[명]","명","64919.5","64371","64247","63631.5","62670","63956","66469","67611","67771","67274","66160","64627.5","62556.5","60485","59006.5","57490.5","56117.5","56106.5","57042","57895.5","58554","57706","55642.5","53432.5","50832.5","48732.5","47759.5","47504","48201.5",
"충청북도","남자","35 - 39세","주민등록연앙인구[명]","명","55007","58666.5","61513","64768.5","67684","68185.5","67470.5","66945","65391.5","63236","63371.5","65332.5","66344","66689","67000.5","66914","66182","64795.5","63131.5","61223","59207.5","57419","57103","57583.5","58268.5","58866.5","58186","56158.5","53824.5",
"충청북도","남자","40 - 44세","주민등록연앙인구[명]","명","38407","40335","43709","48261.5","52238","55879","59623","62473.5","65379.5","67692","67503.5","66336","65747","64568","63259","64388","66903","68199.5","68929.5","69091","68777","67771","65904.5","63703","61793","59755","58025","57824.5","58398.5",
"충청북도","남자","45 - 49세","주민등록연앙인구[명]","명","32270","32942.5","33706.5","34473.5","35988.5","37843.5","39778","43123.5","47619","51457","54884","58512.5","61380.5","64553.5","67415","67895","67327.5","67046","66108","64644","65594.5","67901","69027.5","69443","69603.5","69242","68325.5","66676.5","64563.5",
"충청북도","남자","50 - 54세","주민등록연앙인구[명]","명","37142","35907.5","34560","33281","31736.5","31307.5","32077.5","32919","33616.5","35088","36934","38870.5","42315.5","46998","51105.5","54973.5","59030.5","62266","65781","68452.5","68868.5","68297.5","67993.5","66979","65688","66548","68825","69991.5","70491",
"충청북도","남자","55 - 59세","주민등록연앙인구[명]","명","32646.5","33616.5","33936.5","33884.5","34705.5","35204.5","34292","33115","31924.5","30554.5","30258.5","31116","32107","32990","34680.5","36803.5","39044.5","42729.5","47594.5","51593.5","55480","59522.5","62832.5","66514.5","69695.5","70325","69828","69575","68603",
"충청북도","남자","60 - 64세","주민등록연앙인구[명]","명","20864.5","22227","24139","26476","28551.5","29985.5","31098","31605","31674.5","32506","33050.5","32287.5","31334.5","30564","29710","29837","30956.5","32092","33165","34853.5","36930","39166","42999","48067","52528.5","56568.5","60677.5","64126.5","67979",
"충청북도","남자","65 - 69세","주민등록연앙인구[명]","명","15975","16275.5","16604.5","16880","17378.5","18296","19586","21404.5","23650","25614","26932.5","28056.5","28675.5","28901.5","29979.5","30852","30421.5","29839.5","29406","28612.5","28946","30248.5","31448","32440","34319","36566.5","38853","42769.5","47942.5",
"충청북도","남자","70 - 74세","주민등록연앙인구[명]","명","12189.5","12495","12781","12912.5","12825","12919.5","13262","13590.5","13894","14407.5","15288","16546","18256","20254.5","22063","23393.5","24570","25320","25758","26879.5","27878.5","27605.5","27248","26988","26657","27248.5","28600.5","29819.5","30795",
"충청북도","남자","75 - 79세","주민등록연앙인구[명]","명","7416","7612","7769.5","7912","8276.5","8684","8933.5","9175.5","9309.5","9311.5","9446.5","9797","10179","10536.5","11119.5","11980.5","13141.5","14683.5","16424.5","17818.5","18946","20075.5","20848.5","21352.5","22647.5","23716.5","23650.5","23484","23420",
"충청북도","남자","80세 이상","주민등록연앙인구[명]","명","4847","","","5556","5916.5","6220.5","6475","6656.5","6901","7299.5","7696","8043.5","8433.5","8779.5","9135","9595.5","10087","10587","11068.5","11642.5","12604","13834","15339","17000.5","18601","20121","21885.5","23591","25160",
"충청북도","남자","80 - 84세","주민등록연앙인구[명]","명","","3589","3671","3904","4142","4286.5","4417.5","4530.5","4655","4901","5197.5","5446","5703.5","5882","5980.5","6207.5","6524","6833.5","7112.5","7518.5","8227.5","9142","10344.5","11706","12887","13799","14784","15540","16122",
"충청북도","남자","85세 이상","주민등록연앙인구[명]","명","","1491.5","1569","1652","1774.5","1934","2057.5","2126","2246","2398.5","2498.5","2597.5","2730","2897.5","3154.5","3388","3563","3753.5","3956","4124","4376.5","4692","4994.5","5294.5","5714","6322","7101.5","8051","9038",
"충청북도","남자","85 - 89세","주민등록연앙인구[명]","명","","","","","","","","1667.5","1764","1883","1932","1993","2092.5","2201.5","2411.5","2611","2735","2877.5","3018","3100","3273","3515.5","3742.5","3949.5","4251","4726.5","5351.5","6142.5","7002.5",
"충청북도","남자","90 - 94세","주민등록연앙인구[명]","명","","","","","","","","407","432","456.5","491.5","518.5","539","593","634.5","651.5","688","728","781","866.5","947.5","1016","1090.5","1157.5","1223.5","1319","1450.5","1579.5","1688.5",
