"행정구역(시군구)별","연령별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"전국","계","총전입[명]","명","7506691","7411784","7629098","7755286","7378430","7154226","7297099","7104398","7735491","7213422",
"전국","계","총전출[명]","명","7506691","7411784","7629098","7755286","7378430","7154226","7297099","7104398","7735491","7213422",
"전국","계","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","계","시도내이동-시군구내[명]","명","2827998","2864028","2957867","3014020","2840295","2701400","2776681","2659826","2926406","2649108",
"전국","계","시도내이동-시군구간 전입[명]","명","2165953","2124327","2163435","2189842","2084793","2041896","2091234","2059624","2274971","2117080",
"전국","계","시도내이동-시군구간 전출[명]","명","2165953","2124327","2163435","2189842","2084793","2041896","2091234","2059624","2274971","2117080",
"전국","계","시도간전입[명]","명","2512740","2423429","2507796","2551424","2453342","2410930","2429184","2384948","2534114","2447234",
"전국","계","시도간전출[명]","명","2512740","2423429","2507796","2551424","2453342","2410930","2429184","2384948","2534114","2447234",
"전국","0 - 4세","총전입[명]","명","457889","459745","461415","451344","417530","387118","379926","337461","337233","273394",
"전국","0 - 4세","총전출[명]","명","457889","459745","461415","451344","417530","387118","379926","337461","337233","273394",
"전국","0 - 4세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","0 - 4세","시도내이동-시군구내[명]","명","183453","188472","191971","189085","172201","157243","158415","140880","142280","113198",
"전국","0 - 4세","시도내이동-시군구간 전입[명]","명","132567","132414","132751","128238","119887","111929","110126","98904","101201","82537",
"전국","0 - 4세","시도내이동-시군구간 전출[명]","명","132567","132414","132751","128238","119887","111929","110126","98904","101201","82537",
"전국","0 - 4세","시도간전입[명]","명","141869","138859","136693","134021","125442","117946","111385","97677","93752","77659",
"전국","0 - 4세","시도간전출[명]","명","141869","138859","136693","134021","125442","117946","111385","97677","93752","77659",
"전국","5 - 9세","총전입[명]","명","359933","359560","357208","348704","325398","314134","318132","296505","322547","283262",
"전국","5 - 9세","총전출[명]","명","359933","359560","357208","348704","325398","314134","318132","296505","322547","283262",
"전국","5 - 9세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","5 - 9세","시도내이동-시군구내[명]","명","171130","175773","175314","171058","158929","152294","155198","143368","154160","134418",
"전국","5 - 9세","시도내이동-시군구간 전입[명]","명","91897","91556","90444","87137","81977","79675","82035","78065","87280","76656",
"전국","5 - 9세","시도내이동-시군구간 전출[명]","명","91897","91556","90444","87137","81977","79675","82035","78065","87280","76656",
"전국","5 - 9세","시도간전입[명]","명","96906","92231","91450","90509","84492","82165","80899","75072","81107","72188",
"전국","5 - 9세","시도간전출[명]","명","96906","92231","91450","90509","84492","82165","80899","75072","81107","72188",
"전국","10 - 14세","총전입[명]","명","376610","343609","327573","307697","263887","245501","247954","237099","249077","226828",
"전국","10 - 14세","총전출[명]","명","376610","343609","327573","307697","263887","245501","247954","237099","249077","226828",
"전국","10 - 14세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","10 - 14세","시도내이동-시군구내[명]","명","184542","172562","165008","155316","133265","122616","124353","117516","125013","113598",
"전국","10 - 14세","시도내이동-시군구간 전입[명]","명","101402","90871","85268","78465","67944","63865","65044","63773","66119","59653",
"전국","10 - 14세","시도내이동-시군구간 전출[명]","명","101402","90871","85268","78465","67944","63865","65044","63773","66119","59653",
"전국","10 - 14세","시도간전입[명]","명","90666","80176","77297","73916","62678","59020","58557","55810","57945","53577",
"전국","10 - 14세","시도간전출[명]","명","90666","80176","77297","73916","62678","59020","58557","55810","57945","53577",
"전국","15 - 19세","총전입[명]","명","443122","429314","426241","423725","385388","360288","343080","330065","324253","286349",
"전국","15 - 19세","총전출[명]","명","443122","429314","426241","423725","385388","360288","343080","330065","324253","286349",
"전국","15 - 19세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","15 - 19세","시도내이동-시군구내[명]","명","190853","191291","189563","189185","168370","151026","142442","128876","134858","112383",
"전국","15 - 19세","시도내이동-시군구간 전입[명]","명","120606","114244","111038","108692","98605","93395","88412","87160","84237","74574",
"전국","15 - 19세","시도내이동-시군구간 전출[명]","명","120606","114244","111038","108692","98605","93395","88412","87160","84237","74574",
"전국","15 - 19세","시도간전입[명]","명","131663","123779","125640","125848","118413","115867","112226","114029","105158","99392",
"전국","15 - 19세","시도간전출[명]","명","131663","123779","125640","125848","118413","115867","112226","114029","105158","99392",
"전국","20 - 24세","총전입[명]","명","559264","562797","605311","648271","639063","625278","636353","645758","714597","689609",
"전국","20 - 24세","총전출[명]","명","559264","562797","605311","648271","639063","625278","636353","645758","714597","689609",
"전국","20 - 24세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","20 - 24세","시도내이동-시군구내[명]","명","174612","182798","197190","211000","201706","191184","195261","187716","209725","188315",
"전국","20 - 24세","시도내이동-시군구간 전입[명]","명","143535","142348","151982","162851","158949","157962","160932","164136","184811","177916",
"전국","20 - 24세","시도내이동-시군구간 전출[명]","명","143535","142348","151982","162851","158949","157962","160932","164136","184811","177916",
"전국","20 - 24세","시도간전입[명]","명","241117","237651","256139","274420","278408","276132","280160","293906","320061","323378",
"전국","20 - 24세","시도간전출[명]","명","241117","237651","256139","274420","278408","276132","280160","293906","320061","323378",
"전국","25 - 29세","총전입[명]","명","860960","794762","796270","814025","802204","818455","882610","918309","1014066","1005438",
"전국","25 - 29세","총전출[명]","명","860960","794762","796270","814025","802204","818455","882610","918309","1014066","1005438",
"전국","25 - 29세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","25 - 29세","시도내이동-시군구내[명]","명","252302","236802","236098","242383","237678","238027","258591","266550","303050","291355",
"전국","25 - 29세","시도내이동-시군구간 전입[명]","명","250010","229381","225950","230835","226741","234433","254993","270054","306761","306490",
"전국","25 - 29세","시도내이동-시군구간 전출[명]","명","250010","229381","225950","230835","226741","234433","254993","270054","306761","306490",
"전국","25 - 29세","시도간전입[명]","명","358648","328579","334222","340807","337785","345995","369026","381705","404255","407593",
"전국","25 - 29세","시도간전출[명]","명","358648","328579","334222","340807","337785","345995","369026","381705","404255","407593",
"전국","30 - 34세","총전입[명]","명","990866","993697","1007542","967038","885522","821308","803519","775276","846573","808172",
"전국","30 - 34세","총전출[명]","명","990866","993697","1007542","967038","885522","821308","803519","775276","846573","808172",
"전국","30 - 34세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","30 - 34세","시도내이동-시군구내[명]","명","329324","337135","343323","330611","300958","273050","269692","257355","282254","263564",
"전국","30 - 34세","시도내이동-시군구간 전입[명]","명","311875","312914","314660","301538","277228","260004","255953","250380","281339","268588",
"전국","30 - 34세","시도내이동-시군구간 전출[명]","명","311875","312914","314660","301538","277228","260004","255953","250380","281339","268588",
"전국","30 - 34세","시도간전입[명]","명","349667","343648","349559","334889","307336","288254","277874","267541","282980","276020",
"전국","30 - 34세","시도간전출[명]","명","349667","343648","349559","334889","307336","288254","277874","267541","282980","276020",
"전국","35 - 39세","총전입[명]","명","738788","720702","732542","748472","729964","729543","757182","720238","760067","661979",
"전국","35 - 39세","총전출[명]","명","738788","720702","732542","748472","729964","729543","757182","720238","760067","661979",
"전국","35 - 39세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","35 - 39세","시도내이동-시군구내[명]","명","276205","275351","278093","282951","273463","269757","283396","267475","282242","240239",
"전국","35 - 39세","시도내이동-시군구간 전입[명]","명","220318","215629","217947","222577","219717","221060","231629","223584","242045","210803",
"전국","35 - 39세","시도내이동-시군구간 전출[명]","명","220318","215629","217947","222577","219717","221060","231629","223584","242045","210803",
"전국","35 - 39세","시도간전입[명]","명","242265","229722","236502","242944","236784","238726","242157","229179","235780","210937",
"전국","35 - 39세","시도간전출[명]","명","242265","229722","236502","242944","236784","238726","242157","229179","235780","210937",
"전국","40 - 44세","총전입[명]","명","659651","654721","666813","663890","598840","562891","556042","528184","588059","545260",
"전국","40 - 44세","총전출[명]","명","659651","654721","666813","663890","598840","562891","556042","528184","588059","545260",
"전국","40 - 44세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","40 - 44세","시도내이동-시군구내[명]","명","270892","274328","277757","275576","246102","227432","226461","212246","236030","214167",
"전국","40 - 44세","시도내이동-시군구간 전입[명]","명","192427","188805","189845","187986","171349","162481","161197","155560","176095","163068",
"전국","40 - 44세","시도내이동-시군구간 전출[명]","명","192427","188805","189845","187986","171349","162481","161197","155560","176095","163068",
"전국","40 - 44세","시도간전입[명]","명","196332","191588","199211","200328","181389","172978","168384","160378","175934","168025",
"전국","40 - 44세","시도간전출[명]","명","196332","191588","199211","200328","181389","172978","168384","160378","175934","168025",
"전국","45 - 49세","총전입[명]","명","527456","521701","559029","580947","558818","548278","554187","534216","566053","494802",
"전국","45 - 49세","총전출[명]","명","527456","521701","559029","580947","558818","548278","554187","534216","566053","494802",
"전국","45 - 49세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","45 - 49세","시도내이동-시군구내[명]","명","221884","224501","241775","251613","240637","231185","235188","223602","240493","205671",
"전국","45 - 49세","시도내이동-시군구간 전입[명]","명","153320","150224","157786","163847","157172","156346","158329","154756","163383","142306",
"전국","45 - 49세","시도내이동-시군구간 전출[명]","명","153320","150224","157786","163847","157172","156346","158329","154756","163383","142306",
"전국","45 - 49세","시도간전입[명]","명","152252","146976","159468","165487","161009","160747","160670","155858","162177","146825",
"전국","45 - 49세","시도간전출[명]","명","152252","146976","159468","165487","161009","160747","160670","155858","162177","146825",
"전국","50 - 54세","총전입[명]","명","488747","489732","510132","523217","481855","459858","467739","467459","519685","489341",
"전국","50 - 54세","총전출[명]","명","488747","489732","510132","523217","481855","459858","467739","467459","519685","489341",
"전국","50 - 54세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","50 - 54세","시도내이동-시군구내[명]","명","195025","202475","212526","220139","202388","191188","196533","195961","220922","203339",
"전국","50 - 54세","시도내이동-시군구간 전입[명]","명","144909","142787","147251","150901","137814","133241","135146","135404","150668","141141",
"전국","50 - 54세","시도내이동-시군구간 전출[명]","명","144909","142787","147251","150901","137814","133241","135146","135404","150668","141141",
"전국","50 - 54세","시도간전입[명]","명","148813","144470","150355","152177","141653","135429","136060","136094","148095","144861",
"전국","50 - 54세","시도간전출[명]","명","148813","144470","150355","152177","141653","135429","136060","136094","148095","144861",
"전국","55 - 59세","총전입[명]","명","338582","354070","397980","437642","442641","432716","447293","420864","460420","419754",
"전국","55 - 59세","총전출[명]","명","338582","354070","397980","437642","442641","432716","447293","420864","460420","419754",
"전국","55 - 59세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","55 - 59세","시도내이동-시군구내[명]","명","126757","137120","156588","174291","178599","172616","181321","170598","189035","169141",
"전국","55 - 59세","시도내이동-시군구간 전입[명]","명","100991","104403","116192","127780","127309","125319","129708","122391","134170","121556",
"전국","55 - 59세","시도내이동-시군구간 전출[명]","명","100991","104403","116192","127780","127309","125319","129708","122391","134170","121556",
"전국","55 - 59세","시도간전입[명]","명","110834","112547","125200","135571","136733","134781","136264","127875","137215","129057",
"전국","55 - 59세","시도간전출[명]","명","110834","112547","125200","135571","136733","134781","136264","127875","137215","129057",
"전국","60 - 64세","총전입[명]","명","224743","228931","250378","285651","299397","305552","328580","333844","390467","388617",
"전국","60 - 64세","총전출[명]","명","224743","228931","250378","285651","299397","305552","328580","333844","390467","388617",
"전국","60 - 64세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","60 - 64세","시도내이동-시군구내[명]","명","80219","84158","94123","108745","114377","115756","127023","129525","152431","149760",
"전국","60 - 64세","시도내이동-시군구간 전입[명]","명","65981","66955","72987","82853","86451","89222","95249","96976","113497","111216",
"전국","60 - 64세","시도내이동-시군구간 전출[명]","명","65981","66955","72987","82853","86451","89222","95249","96976","113497","111216",
"전국","60 - 64세","시도간전입[명]","명","78543","77818","83268","94053","98569","100574","106308","107343","124539","127641",
"전국","60 - 64세","시도간전출[명]","명","78543","77818","83268","94053","98569","100574","106308","107343","124539","127641",
"전국","65 - 69세","총전입[명]","명","158112","161429","176546","189465","189389","187660","197249","192726","233689","240785",
"전국","65 - 69세","총전출[명]","명","158112","161429","176546","189465","189389","187660","197249","192726","233689","240785",
"전국","65 - 69세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","65 - 69세","시도내이동-시군구내[명]","명","56865","59866","67069","73268","73883","72152","77097","75420","92061","93750",
"전국","65 - 69세","시도내이동-시군구간 전입[명]","명","46131","46926","51037","54427","54201","53738","56740","55577","67890","69214",
"전국","65 - 69세","시도내이동-시군구간 전출[명]","명","46131","46926","51037","54427","54201","53738","56740","55577","67890","69214",
"전국","65 - 69세","시도간전입[명]","명","55116","54637","58440","61770","61305","61770","63412","61729","73738","77821",
"전국","65 - 69세","시도간전출[명]","명","55116","54637","58440","61770","61305","61770","63412","61729","73738","77821",
"전국","70 - 74세","총전입[명]","명","129478","134378","138799","140640","132844","128498","133157","130302","150327","147399",
"전국","70 - 74세","총전출[명]","명","129478","134378","138799","140640","132844","128498","133157","130302","150327","147399",
"전국","70 - 74세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","70 - 74세","시도내이동-시군구내[명]","명","47590","49975","52998","54901","52433","50521","52756","51947","60460","58098",
"전국","70 - 74세","시도내이동-시군구간 전입[명]","명","36830","38637","39213","39599","37515","36570","38057","37522","43041","41902",
"전국","70 - 74세","시도내이동-시군구간 전출[명]","명","36830","38637","39213","39599","37515","36570","38057","37522","43041","41902",
"전국","70 - 74세","시도간전입[명]","명","45058","45766","46588","46140","42896","41407","42344","40833","46826","47399",
"전국","70 - 74세","시도간전출[명]","명","45058","45766","46588","46140","42896","41407","42344","40833","46826","47399",
"전국","75 - 79세","총전입[명]","명","90839","94864","100456","103171","101128","101907","108355","100868","109369","101861",
"전국","75 - 79세","총전출[명]","명","90839","94864","100456","103171","101128","101907","108355","100868","109369","101861",
"전국","75 - 79세","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","75 - 79세","시도내이동-시군구내[명]","명","32350","34306","37801","39647","39526","39833","42671","40298","44402","40810",
"전국","75 - 79세","시도내이동-시군구간 전입[명]","명","25269","26578","27867","28835","27975","28375","30326","28240","30688","28209",
"전국","75 - 79세","시도내이동-시군구간 전출[명]","명","25269","26578","27867","28835","27975","28375","30326","28240","30688","28209",
"전국","75 - 79세","시도간전입[명]","명","33220","33980","34788","34689","33627","33699","35358","32330","34279","32842",
"전국","75 - 79세","시도간전출[명]","명","33220","33980","34788","34689","33627","33699","35358","32330","34279","32842",
"전국","80세이상","총전입[명]","명","101651","107772","114863","121387","124562","125241","135741","135224","149009","150572",
"전국","80세이상","총전출[명]","명","101651","107772","114863","121387","124562","125241","135741","135224","149009","150572",
"전국","80세이상","순이동[명]","명","0","0","0","0","0","0","0","0","0","0",
"전국","80세이상","시도내이동-시군구내[명]","명","33995","37115","40670","44251","45780","45520","50283","50493","56990","57302",
"전국","80세이상","시도내이동-시군구간 전입[명]","명","27885","29655","31217","33281","33959","34281","37358","37142","41746","41251",
"전국","80세이상","시도내이동-시군구간 전출[명]","명","27885","29655","31217","33281","33959","34281","37358","37142","41746","41251",
"전국","80세이상","시도간전입[명]","명","39771","41002","42976","43855","44823","45440","48100","47589","50273","52019",
"전국","80세이상","시도간전출[명]","명","39771","41002","42976","43855","44823","45440","48100","47589","50273","52019",
"서울특별시","계","총전입[명]","명","1555281","1520090","1573594","1589431","1515602","1472937","1439707","1426493","1578127","1418187",
"서울특별시","계","총전출[명]","명","1658928","1620640","1661425","1726687","1655859","1571423","1549937","1476081","1642977","1524430",
"서울특별시","계","순이동[명]","명","-103647","-100550","-87831","-137256","-140257","-98486","-110230","-49588","-64850","-106243",
"서울특별시","계","시도내이동-시군구내[명]","명","473458","468394","495401","524267","487722","454536","430780","406796","444682","387416",
"서울특별시","계","시도내이동-시군구간 전입[명]","명","595842","584614","602622","605262","574193","564271","548796","543831","623431","569648",
"서울특별시","계","시도내이동-시군구간 전출[명]","명","595842","584614","602622","605262","574193","564271","548796","543831","623431","569648",
"서울특별시","계","시도간전입[명]","명","485981","467082","475571","459902","453687","454130","460131","475866","510014","461123",
"서울특별시","계","시도간전출[명]","명","589628","567632","563402","597158","593944","552616","570361","525454","574864","567366",
"서울특별시","0 - 4세","총전입[명]","명","76893","76127","77759","72249","67137","61690","55070","52361","56557","42939",
"서울특별시","0 - 4세","총전출[명]","명","91377","90535","91050","88305","84184","75348","70812","62350","65555","52210",
"서울특별시","0 - 4세","순이동[명]","명","-14484","-14408","-13291","-16056","-17047","-13658","-15742","-9989","-8998","-9271",
"서울특별시","0 - 4세","시도내이동-시군구내[명]","명","25489","25460","26686","26220","23978","21310","19286","17575","18334","13196",
"서울특별시","0 - 4세","시도내이동-시군구간 전입[명]","명","30689","30419","31793","28674","27042","24933","21870","21179","24079","19396",
"서울특별시","0 - 4세","시도내이동-시군구간 전출[명]","명","30689","30419","31793","28674","27042","24933","21870","21179","24079","19396",
"서울특별시","0 - 4세","시도간전입[명]","명","20715","20248","19280","17355","16117","15447","13914","13607","14144","10347",
"서울특별시","0 - 4세","시도간전출[명]","명","35199","34656","32571","33411","33164","29105","29656","23596","23142","19618",
"서울특별시","5 - 9세","총전입[명]","명","61511","59682","59645","55836","51907","49721","46131","46641","52750","44356",
"서울특별시","5 - 9세","총전출[명]","명","66906","65133","64465","62524","59497","55437","53633","50024","57124","49937",
"서울특별시","5 - 9세","순이동[명]","명","-5395","-5451","-4820","-6688","-7590","-5716","-7502","-3383","-4374","-5581",
"서울특별시","5 - 9세","시도내이동-시군구내[명]","명","25340","24943","25174","24874","23075","21149","19670","18401","20050","16612",
"서울특별시","5 - 9세","시도내이동-시군구간 전입[명]","명","20651","20160","20651","18475","17239","16938","15514","16197","19416","16953",
"서울특별시","5 - 9세","시도내이동-시군구간 전출[명]","명","20651","20160","20651","18475","17239","16938","15514","16197","19416","16953",
"서울특별시","5 - 9세","시도간전입[명]","명","15520","14579","13820","12487","11593","11634","10947","12043","13284","10791",
"서울특별시","5 - 9세","시도간전출[명]","명","20915","20030","18640","19175","19183","17350","18449","15426","17658","16372",
"서울특별시","10 - 14세","총전입[명]","명","71561","66047","63592","59482","51303","47268","43908","43290","45462","40491",
"서울특별시","10 - 14세","총전출[명]","명","73886","67875","64904","62260","54618","49220","46916","44066","46943","43268",
"서울특별시","10 - 14세","순이동[명]","명","-2325","-1828","-1312","-2778","-3315","-1952","-3008","-776","-1481","-2777",
"서울특별시","10 - 14세","시도내이동-시군구내[명]","명","30619","28552","27943","27459","23283","20780","19289","17811","18779","17031",
"서울특별시","10 - 14세","시도내이동-시군구간 전입[명]","명","24943","23020","22120","20070","17597","16461","14997","15292","16140","14613",
"서울특별시","10 - 14세","시도내이동-시군구간 전출[명]","명","24943","23020","22120","20070","17597","16461","14997","15292","16140","14613",
"서울특별시","10 - 14세","시도간전입[명]","명","15999","14475","13529","11953","10423","10027","9622","10187","10543","8847",
"서울특별시","10 - 14세","시도간전출[명]","명","18324","16303","14841","14731","13738","11979","12630","10963","12024","11624",
"서울특별시","15 - 19세","총전입[명]","명","88563","85499","85998","86582","78305","73703","67163","64409","63083","54476",
"서울특별시","15 - 19세","총전출[명]","명","88608","85345","83822","85746","77741","71062","64252","59542","59647","52456",
"서울특별시","15 - 19세","순이동[명]","명","-45","154","2176","836","564","2641","2911","4867","3436","2020",
"서울특별시","15 - 19세","시도내이동-시군구내[명]","명","32332","31438","31939","33399","29221","26032","22349","19360","20083","17186",
"서울특별시","15 - 19세","시도내이동-시군구간 전입[명]","명","30238","29366","28588","28121","24849","23483","21007","19753","19891","17215",
"서울특별시","15 - 19세","시도내이동-시군구간 전출[명]","명","30238","29366","28588","28121","24849","23483","21007","19753","19891","17215",
"서울특별시","15 - 19세","시도간전입[명]","명","25993","24695","25471","25062","24235","24188","23807","25296","23109","20075",
"서울특별시","15 - 19세","시도간전출[명]","명","26038","24541","23295","24226","23671","21547","20896","20429","19673","18055",
"서울특별시","20 - 24세","총전입[명]","명","127431","126498","137120","145448","146016","144975","145750","148841","164159","155569",
"서울특별시","20 - 24세","총전출[명]","명","111385","110866","118784","130777","128436","123801","121769","120321","136324","130234",
"서울특별시","20 - 24세","순이동[명]","명","16046","15632","18336","14671","17580","21174","23981","28520","27835","25335",
"서울특별시","20 - 24세","시도내이동-시군구내[명]","명","29827","29974","33278","36733","34578","32382","30381","28699","31624","27917",
"서울특별시","20 - 24세","시도내이동-시군구간 전입[명]","명","38138","38352","41354","44795","43381","43824","43244","43457","50446","48202",
"서울특별시","20 - 24세","시도내이동-시군구간 전출[명]","명","38138","38352","41354","44795","43381","43824","43244","43457","50446","48202",
"서울특별시","20 - 24세","시도간전입[명]","명","59466","58172","62488","63920","68057","68769","72125","76685","82089","79450",
"서울특별시","20 - 24세","시도간전출[명]","명","43420","42540","44152","49249","50477","47595","48144","48165","54254","54115",
"서울특별시","25 - 29세","총전입[명]","명","206584","189008","191612","193041","191507","199436","214305","225583","248191","236684",
"서울특별시","25 - 29세","총전출[명]","명","200823","183661","183648","189922","186524","188655","198945","206537","231203","226499",
"서울특별시","25 - 29세","순이동[명]","명","5761","5347","7964","3119","4983","10781","15360","19046","16988","10185",
"서울특별시","25 - 29세","시도내이동-시군구내[명]","명","43697","40399","41307","43397","41746","42198","43368","44938","49705","44452",
"서울특별시","25 - 29세","시도내이동-시군구간 전입[명]","명","79511","72635","72245","73363","71547","74851","80680","85622","98538","95963",
"서울특별시","25 - 29세","시도내이동-시군구간 전출[명]","명","79511","72635","72245","73363","71547","74851","80680","85622","98538","95963",
"서울특별시","25 - 29세","시도간전입[명]","명","83376","75974","78060","76281","78214","82387","90257","95023","99948","96269",
"서울특별시","25 - 29세","시도간전출[명]","명","77615","70627","70096","73162","73231","71606","74897","75977","82960","86084",
"서울특별시","30 - 34세","총전입[명]","명","221071","217644","223696","212393","197129","186520","180075","179166","201802","180307",
"서울특별시","30 - 34세","총전출[명]","명","244175","241592","245443","237893","220933","203042","197124","190029","212596","200406",
"서울특별시","30 - 34세","순이동[명]","명","-23104","-23948","-21747","-25500","-23804","-16522","-17049","-10863","-10794","-20099",
"서울특별시","30 - 34세","시도내이동-시군구내[명]","명","55865","56005","58167","57320","51848","46755","44112","43063","46496","40240",
"서울특별시","30 - 34세","시도내이동-시군구간 전입[명]","명","97166","96389","98912","93938","87368","83539","80438","80341","94448","86176",
"서울특별시","30 - 34세","시도내이동-시군구간 전출[명]","명","97166","96389","98912","93938","87368","83539","80438","80341","94448","86176",
"서울특별시","30 - 34세","시도간전입[명]","명","68040","65250","66617","61135","57913","56226","55525","55762","60858","53891",
"서울특별시","30 - 34세","시도간전출[명]","명","91144","89198","88364","86635","81717","72748","72574","66625","71652","73990",
"서울특별시","35 - 39세","총전입[명]","명","152166","145609","148587","149653","147551","147654","145324","144286","158442","132083",
"서울특별시","35 - 39세","총전출[명]","명","171091","163684","165804","172550","171443","167997","170796","161964","176431","153810",
"서울특별시","35 - 39세","순이동[명]","명","-18925","-18075","-17217","-22897","-23892","-20343","-25472","-17678","-17989","-21727",
"서울특별시","35 - 39세","시도내이동-시군구내[명]","명","46749","44848","46399","48560","46772","44970","43441","41805","44282","35571",
"서울특별시","35 - 39세","시도내이동-시군구간 전입[명]","명","62206","59996","61823","61879","61563","62474","61892","62113","71172","60960",
"서울특별시","35 - 39세","시도내이동-시군구간 전출[명]","명","62206","59996","61823","61879","61563","62474","61892","62113","71172","60960",
"서울특별시","35 - 39세","시도간전입[명]","명","43211","40765","40365","39214","39216","40210","39991","40368","42988","35552",
"서울특별시","35 - 39세","시도간전출[명]","명","62136","58840","57582","62111","63108","60553","65463","58046","60977","57279",
"서울특별시","40 - 44세","총전입[명]","명","133527","132575","133976","132521","119231","110731","101672","98888","113320","101287",
"서울특별시","40 - 44세","총전출[명]","명","144629","142969","144679","146756","134208","122337","116297","108170","124525","115580",
"서울특별시","40 - 44세","순이동[명]","명","-11102","-10394","-10703","-14235","-14977","-11606","-14625","-9282","-11205","-14293",
"서울특별시","40 - 44세","시도내이동-시군구내[명]","명","46605","46509","47578","48770","42847","38426","34605","31819","36035","31616",
"서울특별시","40 - 44세","시도내이동-시군구간 전입[명]","명","51984","51385","51988","50978","46161","43477","39828","39114","46376","42347",
"서울특별시","40 - 44세","시도내이동-시군구간 전출[명]","명","51984","51385","51988","50978","46161","43477","39828","39114","46376","42347",
"서울특별시","40 - 44세","시도간전입[명]","명","34938","34681","34410","32773","30223","28828","27239","27955","30909","27324",
"서울특별시","40 - 44세","시도간전출[명]","명","46040","45075","45113","47008","45200","40434","41864","37237","42114","41617",
"서울특별시","45 - 49세","총전입[명]","명","105152","103433","109604","115999","111421","109352","104175","100063","106038","89492",
"서울특별시","45 - 49세","총전출[명]","명","113587","111309","117142","126590","123709","119386","116009","108666","115885","100979",
"서울특별시","45 - 49세","순이동[명]","명","-8435","-7876","-7538","-10591","-12288","-10034","-11834","-8603","-9847","-11487",
"서울특별시","45 - 49세","시도내이동-시군구내[명]","명","37640","37216","40720","44636","42114","39530","37276","34014","36511","30624",
"서울특별시","45 - 49세","시도내이동-시군구간 전입[명]","명","40511","40058","41626","44022","42276","42507","40145","38951","41499","35714",
"서울특별시","45 - 49세","시도내이동-시군구간 전출[명]","명","40511","40058","41626","44022","42276","42507","40145","38951","41499","35714",
"서울특별시","45 - 49세","시도간전입[명]","명","27001","26159","27258","27341","27031","27315","26754","27098","28028","23154",
"서울특별시","45 - 49세","시도간전출[명]","명","35436","34035","34796","37932","39319","37349","38588","35701","37875","34641",
"서울특별시","50 - 54세","총전입[명]","명","98894","97517","100429","103652","94562","89133","85207","82913","93476","85600",
"서울특별시","50 - 54세","총전출[명]","명","109689","106829","108999","115274","107046","99500","96109","91611","103737","98275",
"서울특별시","50 - 54세","순이동[명]","명","-10795","-9312","-8570","-11622","-12484","-10367","-10902","-8698","-10261","-12675",
"서울특별시","50 - 54세","시도내이동-시군구내[명]","명","33265","33338","35440","38589","34655","32145","30153","28136","31564","28777",
"서울특별시","50 - 54세","시도내이동-시군구간 전입[명]","명","39057","38329","39329","40510","36830","35045","33471","32454","37350","34481",
"서울특별시","50 - 54세","시도내이동-시군구간 전출[명]","명","39057","38329","39329","40510","36830","35045","33471","32454","37350","34481",
"서울특별시","50 - 54세","시도간전입[명]","명","26572","25850","25660","24553","23077","21943","21583","22323","24562","22342",
"서울특별시","50 - 54세","시도간전출[명]","명","37367","35162","34230","36175","35561","32310","32485","31021","34823","35017",
"서울특별시","55 - 59세","총전입[명]","명","70412","73403","81414","88591","86526","83026","79294","73398","81458","70360",
"서울특별시","55 - 59세","총전출[명]","명","80555","83038","91275","102431","101433","95460","92703","83208","91608","82423",
"서울특별시","55 - 59세","순이동[명]","명","-10143","-9635","-9861","-13840","-14907","-12434","-13409","-9810","-10150","-12063",
"서울특별시","55 - 59세","시도내이동-시군구내[명]","명","22658","24273","27910","32085","31385","29473","27667","24981","27102","23314",
"서울특별시","55 - 59세","시도내이동-시군구간 전입[명]","명","27792","28878","31967","34979","33545","32471","31139","28239","32017","28146",
"서울특별시","55 - 59세","시도내이동-시군구간 전출[명]","명","27792","28878","31967","34979","33545","32471","31139","28239","32017","28146",
"서울특별시","55 - 59세","시도간전입[명]","명","19962","20252","21537","21527","21596","21082","20488","20178","22339","18900",
"서울특별시","55 - 59세","시도간전출[명]","명","30105","29887","31398","35367","36503","33516","33897","29988","32489","30963",
"서울특별시","60 - 64세","총전입[명]","명","46284","47063","51828","58920","60852","60994","61468","61734","71301","66394",
