"통계분류(1)",통계분류(2),2017,2017,2017,2017,2017,2017,2017,2017,2017
"통계분류(1)",통계분류(2),인구,인구 만명당 생활문화시설 수,생활문화시설 수,생활문화센터,평생 학습관,문화의집,생활영상시설,생활영상시설,작은도서관
"통계분류(1)",통계분류(2),소계,소계,소계,소계,소계,소계,지역영상미디어센터,작은영화관,소계
"경기",이천시,213142,2.11,45,0,1,0,0,0,44
"경기",구리시,200042,0.7,14,0,0,0,0,0,14
"경기",김포시,392092,0.97,38,0,2,0,0,0,36
"경기",포천시,152925,1.24,19,0,0,0,0,0,19
"경기",광주시,345947,0.72,25,0,1,0,0,0,24
"경기",안성시,182786,1.31,24,0,1,0,0,0,23
"경기",하남시,232487,1.12,26,0,0,0,0,0,26
"경기",의왕시,155767,1.67,26,0,0,1,0,0,25
"경기",양주시,212146,1.93,41,1,0,0,0,0,40
"경기",오산시,213437,1.55,33,0,0,0,0,0,33
"경기",여주시,111984,2.05,23,0,2,0,0,0,21
"경기",양평군,115105,0.87,10,0,0,0,0,0,10
"경기",동두천시,97071,0.82,8,1,2,0,0,0,5
"경기",과천시,57527,1.74,10,0,1,0,0,0,9
"경기",가평군,62973,1.43,9,0,0,0,0,0,9
"경기",연천군,45431,3.52,16,0,1,0,0,0,15
"강원",춘천시,280514,0.78,22,0,2,0,2,0,18
"강원",원주시,341337,1.87,64,1,2,2,1,0,58
"강원",강릉시,213952,1.64,35,1,3,2,1,0,28
"강원",동해시,92851,2.15,20,1,0,0,0,0,19
"강원",태백시,45888,3.7,17,0,1,1,0,0,15
"강원",속초시,82273,0.85,7,0,1,0,0,0,6
"강원",삼척시,68514,1.75,12,0,2,0,0,1,9
"강원",홍천군,70340,0.85,6,0,1,0,0,1,4
"강원",횡성군,46281,2.16,10,0,1,0,0,0,9
"강원",영월군,40067,2.25,9,2,0,0,0,1,6
"강원",평창군,43092,1.39,6,0,1,0,0,1,4
"강원",정선군,38173,4.19,16,0,1,0,0,1,14
"강원",철원군,47185,0.21,1,0,0,0,0,1,0
"강원",화천군,26022,2.69,7,1,0,0,1,3,2
"강원",양구군,23835,0.42,1,1,0,0,0,0,0
"강원",인제군,32582,1.53,5,0,0,0,0,0,5
"강원",고성군,30029,2.66,8,0,1,1,0,0,6
"강원",양양군,27207,2.21,6,0,1,0,0,0,5
"충북",청주시,835590,1.38,115,1,2,2,0,0,110
"충북",충주시,208316,1.34,28,1,2,0,0,0,25
"충북",제천시,136432,1.76,24,0,0,1,1,0,22
"충북",보은군,34053,1.17,4,0,0,0,0,0,4
"충북",옥천군,51766,1.35,7,0,1,0,1,0,5
"충북",영동군,50240,2.99,15,0,1,1,0,1,12
"충북",진천군,73677,1.63,12,0,0,1,0,0,11
"충북",괴산군,39054,5.38,21,1,1,0,0,0,19
"충북",음성군,97306,2.16,21,0,2,0,0,0,19
"충북",단양군,30215,0.66,2,0,1,1,0,0,0
"충북",증평군,37783,2.12,8,0,2,1,0,0,5
"충남",천안시,631531,1.11,70,0,2,0,1,0,67
"충남",공주시,108432,1.2,13,0,0,1,0,0,12
"충남",보령시,103198,2.81,29,1,2,1,0,0,25
"충남",아산시,311453,2.76,86,1,1,0,0,0,84
"충남",서산시,171678,1.63,28,1,2,0,0,0,25
"충남",논산시,122240,1.72,21,0,1,0,0,0,20
"충남",계룡시,43967,1.14,5,0,0,1,0,0,4
"충남",금산군,53894,2.6,14,1,0,2,0,0,11
"충남",부여군,69086,1.74,12,1,1,0,0,0,10
"충남",서천군,55175,2.72,15,0,0,0,1,0,14
"충남",청양군,32837,3.05,10,0,0,0,0,1,9
"충남",홍성군,101570,0.79,8,0,1,0,0,0,7
"충남",예산군,80338,1.12,9,0,0,0,0,0,9
"충남",태안군,63932,1.09,7,0,1,0,0,0,6
"충남",당진시,167439,1.67,28,0,0,1,0,0,27
"전북",전주시,648964,1.71,111,5,1,5,2,0,98
"전북",군산시,274997,1.6,44,0,2,0,0,0,42
"전북",익산시,300187,1.1,33,0,0,0,1,0,32
"전북",정읍시,113776,1.67,19,1,2,1,0,0,15
"전북",남원시,83281,2.88,24,0,1,0,0,0,23
"전북",김제시,86926,1.61,14,1,1,0,0,0,12
"전북",완주군,95975,2.19,21,4,2,2,0,0,13
"전북",진안군,26271,5.33,14,1,2,1,0,1,9
"전북",무주군,24809,2.82,7,0,1,1,0,1,4
"전북",장수군,23003,3.04,7,1,0,0,0,1,5
"전북",임실군,30162,3.32,10,0,1,1,0,1,7
"전북",순창군,29698,2.36,7,0,1,1,0,1,4
"전북",고창군,60472,1.49,9,1,1,0,0,0,7
"전북",부안군,56086,1.25,7,0,1,0,0,1,5
"전남",목포시,234379,0.98,23,0,0,0,1,0,22
"전남",여수시,286382,1.29,37,1,0,0,0,0,36
"전남",순천시,279331,2.08,58,0,0,0,1,0,57
"전남",나주시,110110,2.82,31,0,1,1,0,0,29
"전남",광양시,155857,1.67,26,0,1,0,0,0,25
"전남",담양군,47285,1.69,8,0,2,0,0,0,6
"전남",곡성군,30131,3.65,11,0,0,0,0,1,10
"전남",구례군,27525,1.09,3,0,0,0,0,0,3
